CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	4106	6257	-	35.OZ_000001-T1		g00025_15	98	346	9872
scaffold_1	6745	7692	+	35.OZ_000002-T1		g00025_21	80	339	4229
scaffold_1	8627	10543	-	35.OZ_000003-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	13520	14766	+	35.OZ_000004-T1		g01053_1	98	341	341
scaffold_1	16018	17821	+	35.OZ_000005-T1		g01027_2	98	346	695
scaffold_1	18016	21327	-	35.OZ_000006-T1		g00815_2	80	344	348
scaffold_1	22272	23897	+	35.OZ_000007-T1		g00691_1	98	346	348
scaffold_1	23966	24553	-	35.OZ_000008-T1		g04916	98	344	345
scaffold_1	24907	26795	+	35.OZ_000009-T1		g01742	98	346	1038
scaffold_1	26781	29224	+	35.OZ_000010-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	29048	31005	-	35.OZ_000011-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	31107	32783	-	35.OZ_000012-T1	sorting nexin	g03562	98	345	346
scaffold_1	33345	34955	+	35.OZ_000013-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	34989	40445	-	35.OZ_000014-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	47596	51051	-	35.OZ_000018-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	51156	51554	-	35.OZ_000019-T1		g00397	98	346	1037
scaffold_1	53275	54507	-	35.OZ_000020-T1		g00160_3	98	327	331
scaffold_1	57208	59823	+	35.OZ_000021-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	59903	64031	+	35.OZ_000022-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	64747	67212	+	35.OZ_000023-T1		g00027_15	98	345	347
scaffold_1	67974	71533	+	35.OZ_000024-T1		g00760_1	98	345	350
scaffold_1	71611	73911	+	35.OZ_000025-T1		g02137	98	346	350
scaffold_1	73905	77247	-	35.OZ_000026-T1		g00034_2	98	346	348
scaffold_1	77915	79387	-	35.OZ_000027-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	81190	82525	+	35.OZ_000028-T1		g00528	98	344	346
scaffold_1	82537	86282	-	35.OZ_000029-T1		g01711	98	346	349
scaffold_1	86380	87504	-	35.OZ_000030-T1		g01786	98	345	688
scaffold_1	87811	90023	-	35.OZ_000031-T1		g01786	98	345	688
scaffold_1	90622	91314	-	35.OZ_000032-T1		g02596	98	346	347
scaffold_1	91370	91959	-	35.OZ_000033-T1		g00017	98	346	346
scaffold_1	94773	95733	-	35.OZ_000034-T1		g02790	98	345	348
scaffold_1	96051	96916	+	35.OZ_000035-T1		g00460_2	98	346	1202
scaffold_1	96945	99864	-	35.OZ_000036-T1	ERMES complex subunit	g00460_2	98	346	1202
scaffold_1	100047	100645	-	35.OZ_000037-T1	Nuclear receptor 2C2-associated protein	g00460_2	98	346	1202
scaffold_1	100691	102718	-	35.OZ_000038-T1		g00597_2	98	346	1042
scaffold_1	103000	104578	+	35.OZ_000039-T1	Cyclin-dependent kinase 20	g02691	98	346	347
scaffold_1	104596	105255	-	35.OZ_000040-T1		g06005	98	343	344
