CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	8696	10485	-	45.OZ_006888-T1		g00025_19	90	345	4663
scaffold_1	15466	16413	+	45.OZ_000001-T1		g00025_21	80	339	4229
scaffold_1	17348	19264	-	45.OZ_000002-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	22073	23319	+	45.OZ_000003-T1		g01053_1	98	341	341
scaffold_1	24571	26380	+	45.OZ_000004-T1		g01027_2	98	346	695
scaffold_1	26575	29886	-	45.OZ_000005-T1		g00815_2	80	344	348
scaffold_1	30831	32456	+	45.OZ_000006-T1		g00691_1	98	346	348
scaffold_1	32525	33112	-	45.OZ_000007-T1		g04916	98	344	345
scaffold_1	33466	35354	+	45.OZ_000008-T1		g01742	98	346	1038
scaffold_1	35340	37783	+	45.OZ_000009-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	37607	39564	-	45.OZ_000010-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	39666	41342	-	45.OZ_000011-T1	sorting nexin	g03562	98	345	346
scaffold_1	41904	43514	+	45.OZ_000012-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	43548	49004	-	45.OZ_000013-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	56154	59609	-	45.OZ_000017-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	59714	60112	-	45.OZ_000018-T1		g00397	98	346	1037
scaffold_1	61833	63065	-	45.OZ_000019-T1		g00160_3	98	327	331
scaffold_1	65766	68381	+	45.OZ_000020-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	68461	72589	+	45.OZ_000021-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	73305	75770	+	45.OZ_000022-T1		g00027_15	98	345	347
scaffold_1	76532	80091	+	45.OZ_000023-T1		g00760_1	98	345	350
scaffold_1	80169	82469	+	45.OZ_000024-T1		g02137	98	346	350
scaffold_1	82463	85805	-	45.OZ_000025-T1		g00034_2	98	346	348
scaffold_1	86473	87945	-	45.OZ_000026-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	89748	91083	+	45.OZ_000027-T1		g00528	98	344	346
scaffold_1	91095	94840	-	45.OZ_000028-T1		g01711	98	346	349
scaffold_1	94938	96062	-	45.OZ_000029-T1		g01786	98	345	688
scaffold_1	96369	98581	-	45.OZ_000030-T1		g01786	98	345	688
scaffold_1	99180	99872	-	45.OZ_000031-T1		g02596	98	346	347
scaffold_1	99928	100517	-	45.OZ_000032-T1		g00017	98	346	346
scaffold_1	101148	102784	+	45.OZ_000033-T1		g00460_2	98	346	1202
scaffold_1	103222	104182	-	45.OZ_000034-T1		g02790	98	345	348
scaffold_1	104500	105365	+	45.OZ_000035-T1		g00460_2	98	346	1202
scaffold_1	105276	109144	-	45.OZ_000036-T1	ERMES complex subunit	g00460_2	98	346	1202
scaffold_1	108496	111167	-	45.OZ_000037-T1	Nuclear receptor 2C2-associated protein	g00597_2	98	346	1042
scaffold_1	111449	113027	+	45.OZ_000038-T1	Cyclin-dependent kinase 20	g02691	98	346	347
scaffold_1	113045	113704	-	45.OZ_000039-T1		g06005	98	343	344
scaffold_1	113803	116999	+	45.OZ_000040-T1	AdoMet-dependent rRNA methyltransferase spb1	g00027_82	98	346	676
scaffold_1	117496	119127	+	45.OZ_000041-T1		g00027_82	98	346	676
scaffold_1	119175	120532	-	45.OZ_000042-T1		g02042	98	345	346
scaffold_1	121431	125493	-	45.OZ_000043-T1		g00942	98	346	678
scaffold_1	125713	126919	-	45.OZ_000044-T1		g00942	98	346	678
scaffold_1	127212	128097	-	45.OZ_000045-T1		g01350	98	346	1045
scaffold_1	128707	131430	-	45.OZ_000046-T1	DnaJ sub C member 7	g01159	98	346	788
scaffold_1	131501	133836	+	45.OZ_000047-T1		g00573_2	98	346	1046
scaffold_1	135028	140052	-	45.OZ_000048-T1	Phosphatidylinositol 4-kinase pik1alpha (PI4-kinase)(PtdIns-4-kinase)	g00573_2	98	346	1046
scaffold_1	140030	141253	-	45.OZ_000049-T1	Ribosomal RNA small subunit methyltransferase mra1	g01257	98	345	1037
scaffold_1	141531	146018	-	45.OZ_000050-T1		g00047_5	98	345	686
scaffold_1	146370	147167	-	45.OZ_000051-T1		g00047_5	98	345	686
scaffold_1	147102	155540	+	45.OZ_000052-T1	kinase subunit of RNA polymerase II carboxy-terminal domain kinase I	g00568	98	346	1056
scaffold_1	152463	155592	-	45.OZ_000053-T1	GTP binding protein	g00568	98	346	1056
scaffold_1	157026	158174	+	45.OZ_000054-T1		g00070	98	346	1251
scaffold_1	158705	160346	+	45.OZ_000055-T1	ribosome bioproteinsis protein tsr3	g00070	98	346	1251
scaffold_1	160261	161109	-	45.OZ_000056-T1		g00070	98	346	1251
scaffold_1	161255	162061	+	45.OZ_000057-T1		g00070	98	346	1251
scaffold_1	162629	164241	+	45.OZ_000058-T1		g02626	98	344	344
scaffold_1	164853	165909	-	45.OZ_000059-T1	casein kinase 2 regulatory subunit	g00523	98	346	1737
scaffold_1	166286	167535	-	45.OZ_000060-T1	tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like protein	g00523	98	346	1737
scaffold_1	168027	171048	-	45.OZ_000061-T1		g00179_3	98	345	692
scaffold_1	171624	174463	+	45.OZ_000062-T1		g00531	98	346	1417
scaffold_1	174602	177172	+	45.OZ_000063-T1		g00026_223	80	346	8582
scaffold_1	177180	177619	-	45.OZ_000064-T1		g03743	98	344	345
scaffold_1	177854	179900	+	45.OZ_000065-T1	mitotic spindle checkpoint protein Bub3	g00026_223	80	346	8582
scaffold_1	180111	181769	+	45.OZ_000066-T1		g00164	98	345	2131
scaffold_1	181874	184653	+	45.OZ_000067-T1		g00164	98	345	2131
scaffold_1	184713	186596	+	45.OZ_000068-T1		g03321	98	344	348
scaffold_1	186633	190063	-	45.OZ_000069-T1		g00168_2	98	345	2842
scaffold_1	192536	193190	+	45.OZ_000070-T1		g01113	98	345	948
scaffold_1	193624	195645	+	45.OZ_000071-T1		g01113	98	345	948
scaffold_1	195739	197604	+	45.OZ_000072-T1		g00074_3	70	128	128
scaffold_1	199198	200585	-	45.OZ_000074-T1		g01709_1	98	342	343
scaffold_1	201136	203155	-	45.OZ_000075-T1		g00099_2	98	343	344
scaffold_1	203505	204974	+	45.OZ_000076-T1		g02366	98	344	347
scaffold_1	205265	206870	+	45.OZ_000077-T1		g01049	98	346	1035
scaffold_1	206942	209518	+	45.OZ_000078-T1	smg-9, nonsense mediated mRNA decay factor	g01155	98	345	668
scaffold_1	209621	211601	+	45.OZ_000079-T1		g00099_3	98	345	684
scaffold_1	211597	212782	-	45.OZ_000080-T1		g00532	98	346	1693
scaffold_1	212867	214010	+	45.OZ_000081-T1		g00133_3	98	345	1029
scaffold_1	214007	216830	-	45.OZ_000082-T1		g00099_3	98	345	684
scaffold_1	216827	218806	-	45.OZ_000083-T1		g02009	98	343	343
scaffold_1	218917	219631	+	45.OZ_000084-T1	Dolichyl-diphosphooligosaccharide-protein glycosyltransferase subunit dad1	g02566	98	344	686
scaffold_1	219495	221260	-	45.OZ_000085-T1	Elongation factor 1-beta	g02566	98	344	686
scaffold_1	221909	225675	+	45.OZ_000086-T1		g00355	98	344	701
scaffold_1	226467	228741	-	45.OZ_000087-T1	transforming growth factor beta regulator 1	g00034_21	90	346	856
scaffold_1	229911	232476	+	45.OZ_000088-T1		g01642	98	344	862
scaffold_1	233210	234071	+	45.OZ_000089-T1		g01642	98	344	862
scaffold_1	234103	235067	-	45.OZ_000090-T1		g00205_1	98	342	343
scaffold_1	235543	239026	-	45.OZ_000091-T1	chaperone ATPase hsp78	g00310_2	98	345	686
scaffold_1	243329	245976	+	45.OZ_000092-T1		g01208_1	98	344	383
scaffold_1	249602	251853	+	45.OZ_000093-T1		g01840	98	345	353
scaffold_1	251933	253576	+	45.OZ_000094-T1		g01277	98	345	1042
scaffold_1	254062	255029	-	45.OZ_000095-T1		g00068_4	95	338	341
scaffold_1	255682	256593	-	45.OZ_000096-T1		g01199	70	346	1778
scaffold_1	256838	258366	-	45.OZ_000097-T1	Golgi to ER traffic- protein	g01199	70	346	1778
scaffold_1	258622	259414	-	45.OZ_000098-T1	LYR motif-containing protein 5	g00920	98	345	1047
scaffold_1	259241	262114	+	45.OZ_000099-T1	Peptidyl-prolyl isomerase cwc27	g00920	98	345	1047
scaffold_1	262077	266363	-	45.OZ_000100-T1	DNA helicase rad5	g00920	98	345	1047
scaffold_1	266497	271317	-	45.OZ_000102-T1	Cullin-2	g02086	98	344	687
scaffold_1	266868	267618	+	45.OZ_000101-T1	30S ribosomal protein S12	g02086	98	344	687
scaffold_1	271830	273393	-	45.OZ_000103-T1	ferrochelatase hem15	g00032_1	98	344	345
scaffold_1	273485	275657	+	45.OZ_000104-T1		g00796	98	345	1040
scaffold_1	275398	278655	-	45.OZ_000105-T1		g00796	98	345	1040
scaffold_1	277969	282515	+	45.OZ_000106-T1	HEAT repeat-containing protein 2	g01137	98	345	352
scaffold_1	283204	289094	-	45.OZ_000107-T1		g00032_4	98	345	1700
scaffold_1	288426	291776	+	45.OZ_000108-T1	Leucine-rich repeat-containing protein 71	g00032_4	98	345	1700
scaffold_1	291808	293165	-	45.OZ_000109-T1		g00032_4	98	345	1700
scaffold_1	293395	296157	+	45.OZ_000110-T1		g01886	98	345	691
scaffold_1	296164	297959	-	45.OZ_000111-T1		g00067_11	98	345	1038
scaffold_1	298454	301688	-	45.OZ_000112-T1		g00253_2	98	345	1038
scaffold_1	301413	303102	+	45.OZ_000113-T1		g00253_2	98	345	1038
scaffold_1	303762	305094	+	45.OZ_000114-T1	ASF1 anti-silencing function 1	g00253_2	98	345	1038
scaffold_1	305200	306991	+	45.OZ_000115-T1		g00822_1	98	343	345
scaffold_1	306985	308762	-	45.OZ_000116-T1	Intraflagellar transport protein 43	g02531	98	343	345
scaffold_1	308763	310046	-	45.OZ_000117-T1	DNA-directed RNA polymerase II subunit	g00822_2	98	341	345
scaffold_1	310802	312865	+	45.OZ_000118-T1		g02404	98	344	347
scaffold_1	313720	316636	+	45.OZ_000119-T1	Putative choline transporter, neither null mutation nor overexpression affects choline transport	g00026_168	90	335	335
scaffold_1	317264	321724	+	45.OZ_000120-T1	Integrator complex subunit 2	g00273	98	345	689
scaffold_1	321652	327596	-	45.OZ_000121-T1		g00273	98	345	689
scaffold_1	328066	330239	+	45.OZ_000122-T1		g00096	98	345	3923
scaffold_1	330243	331278	-	45.OZ_000123-T1	exosome non-catalytic core subunit rrp40	g00366	98	345	692
scaffold_1	334361	338957	+	45.OZ_000124-T1		g01945	98	345	690
scaffold_1	338278	339405	-	45.OZ_000125-T1		g01945	98	345	690
scaffold_1	340447	342410	+	45.OZ_000126-T1		g00039_2	98	345	1323
scaffold_1	342861	343829	-	45.OZ_000127-T1		g01614	98	344	684
scaffold_1	344249	346617	-	45.OZ_000128-T1		g01614	98	344	684
scaffold_1	347506	348956	+	45.OZ_000129-T1		g00026_112	98	341	341
scaffold_1	349421	350232	+	45.OZ_000130-T1		g00269_4	98	345	1043
scaffold_1	350570	354405	+	45.OZ_000131-T1		g00026_169	98	344	354
scaffold_1	354585	357236	-	45.OZ_000132-T1		g00026_184	98	336	340
scaffold_1	357320	358991	+	45.OZ_000133-T1		g01571	98	345	554
scaffold_1	360236	367736	+	45.OZ_000134-T1		g00102_2	98	343	360
scaffold_1	367871	370313	-	45.OZ_000135-T1		g01593	98	345	735
scaffold_1	370376	372697	+	45.OZ_000136-T1	glucosyltransferase	g00516_1	98	345	957
scaffold_1	372676	375359	+	45.OZ_000137-T1	spermidine resistance protein	g02107	98	343	347
scaffold_1	375372	376979	+	45.OZ_000138-T1		g01239	98	346	697
scaffold_1	377272	378350	-	45.OZ_000139-T1		g00269_4	98	345	1043
scaffold_1	378436	380904	+	45.OZ_000140-T1		g00269_4	98	345	1043
scaffold_1	380924	381614	-	45.OZ_000141-T1	PQ loop repeat-containing protein 2	g00596	98	345	1429
scaffold_1	385742	388545	+	45.OZ_000142-T1	Mitogen-activated protein kinase	g00233	98	346	576
scaffold_1	389462	391385	+	45.OZ_000143-T1	Type I HSP40 co-chaperone	g00199	98	346	3297
scaffold_1	391407	394490	-	45.OZ_000144-T1		g00199	98	346	3297
scaffold_1	395103	398222	+	45.OZ_000145-T1	U3 snoRNP protein	g01224	98	346	349
scaffold_1	398505	399818	+	45.OZ_000146-T1	25S rRNA (adenine645-N1)-methyltransferase	g00007	98	346	346
scaffold_1	400192	401518	+	45.OZ_000147-T1		g01470_1	98	346	347
scaffold_1	401743	402992	-	45.OZ_000148-T1		g01470_2	98	248	248
scaffold_1	403306	409193	-	45.OZ_000149-T1	Chromosome-associated kinesin kif4a	g00401_2	98	345	789
scaffold_1	409293	411870	-	45.OZ_000150-T1		g00401_2	98	345	789
scaffold_1	412099	414966	-	45.OZ_000151-T1	Transmembrane protein 19	g00026_61	95	344	378
scaffold_1	415086	416697	+	45.OZ_000152-T1	Tetratricopeptide repeat protein 4	g02126	98	343	343
scaffold_1	416944	418896	-	45.OZ_000153-T1		g02022	98	344	344
scaffold_1	419284	420562	+	45.OZ_000154-T1		g00653_3	98	346	690
scaffold_1	419651	425428	-	45.OZ_000155-T1		g00653_3	98	346	690
scaffold_1	425539	427308	+	45.OZ_000156-T1		g00653_2	98	345	358
scaffold_1	427534	429189	+	45.OZ_000157-T1		g00653_1	98	345	345
scaffold_1	428799	432163	-	45.OZ_000158-T1		g00252	98	346	1382
scaffold_1	432512	433628	-	45.OZ_000159-T1		g02511	98	345	345
scaffold_1	433694	437816	+	45.OZ_000160-T1		g00571_2	98	345	711
scaffold_1	437045	441609	-	45.OZ_000161-T1	High affinity Ca2+/Mn2+ P-type ATPase-like protein	g00571_2	98	345	711
scaffold_1	441937	443830	-	45.OZ_000162-T1		g00317_1	95	339	341
scaffold_1	445055	446851	+	45.OZ_000163-T1		g00732_2	98	346	1362
scaffold_1	447034	448444	+	45.OZ_000164-T1		g00732_2	98	346	1362
scaffold_1	448509	449744	-	45.OZ_000165-T1		g06289	98	343	345
scaffold_1	454691	455926	+	45.OZ_000166-T1		g00732_2	98	346	1362
scaffold_1	455464	457621	+	45.OZ_000167-T1	Putative 28S rRNA (cytosine-C(5))-methyltransferase	g00732_2	98	346	1362
scaffold_1	457668	459275	-	45.OZ_000168-T1	suppressor of loss of ypt1	g00116_4	98	346	1026
scaffold_1	461396	468890	-	45.OZ_000169-T1		g00116_4	98	346	1026
scaffold_1	468926	470085	-	45.OZ_000170-T1		g00116_4	98	346	1026
scaffold_1	470473	472965	-	45.OZ_000171-T1		g00029_9	98	346	530
scaffold_1	473604	474896	+	45.OZ_000172-T1		g00445	98	346	1725
scaffold_1	474875	477622	+	45.OZ_000173-T1	ATP-binding cassette sub- F member 2	g00445	98	346	1725
scaffold_1	478070	482874	+	45.OZ_000174-T1	Calmodulin-regulated spectrin-associated protein 3	g01177_1	98	344	376
scaffold_1	482994	485075	-	45.OZ_000175-T1		g00133_2	98	346	1774
scaffold_1	485195	487219	+	45.OZ_000176-T1		g00773_2	98	346	1033
scaffold_1	487345	490004	-	45.OZ_000177-T1		g00050_3	98	346	590
