CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	8750	10539	-	49.OZ_006941-T1		g00025_19	90	345	4663
scaffold_1	12799	13745	+	49.OZ_000001-T1		g00025_21	80	339	4229
scaffold_1	14680	16596	-	49.OZ_000002-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	19385	20631	+	49.OZ_000003-T1		g01053_1	98	341	341
scaffold_1	21883	23686	+	49.OZ_000004-T1		g01027_2	98	346	695
scaffold_1	23881	27192	-	49.OZ_000005-T1		g00815_2	80	344	348
scaffold_1	28137	29762	+	49.OZ_000006-T1		g00691_1	98	346	348
scaffold_1	29831	30418	-	49.OZ_000007-T1		g04916	98	344	345
scaffold_1	30772	32658	+	49.OZ_000008-T1		g01742	98	346	1038
scaffold_1	32644	35087	+	49.OZ_000009-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	34911	36868	-	49.OZ_000010-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	36970	38646	-	49.OZ_000011-T1	sorting nexin	g03562	98	345	346
scaffold_1	39208	40818	+	49.OZ_000012-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	40852	46308	-	49.OZ_000013-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	53459	56914	-	49.OZ_000017-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	57019	57417	-	49.OZ_000018-T1		g00397	98	346	1037
scaffold_1	59135	60367	-	49.OZ_000019-T1		g00160_3	98	327	331
scaffold_1	63068	65683	+	49.OZ_000020-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	65763	69891	+	49.OZ_000021-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	70607	73072	+	49.OZ_000022-T1		g00027_15	98	345	347
scaffold_1	73834	77393	+	49.OZ_000023-T1		g00760_1	98	345	350
scaffold_1	77471	79771	+	49.OZ_000024-T1		g02137	98	346	350
scaffold_1	79765	83107	-	49.OZ_000025-T1		g00034_2	98	346	348
scaffold_1	83775	85247	-	49.OZ_000026-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	87050	88385	+	49.OZ_000027-T1		g00528	98	344	346
scaffold_1	88397	92142	-	49.OZ_000028-T1		g01711	98	346	349
scaffold_1	92240	93364	-	49.OZ_000029-T1		g01786	98	345	688
scaffold_1	93673	95885	-	49.OZ_000030-T1		g01786	98	345	688
scaffold_1	96486	97178	-	49.OZ_000031-T1		g02596	98	346	347
scaffold_1	97234	97823	-	49.OZ_000032-T1		g00017	98	346	346
scaffold_1	98475	100015	+	49.OZ_000033-T1		g00460_2	98	346	1202
scaffold_1	100552	101512	-	49.OZ_000034-T1		g02790	98	345	348
scaffold_1	101830	102695	+	49.OZ_000035-T1		g00460_2	98	346	1202
scaffold_1	102724	105643	-	49.OZ_000036-T1	ERMES complex subunit	g00460_2	98	346	1202
scaffold_1	105826	106424	-	49.OZ_000037-T1	Nuclear receptor 2C2-associated protein	g00460_2	98	346	1202
scaffold_1	106470	108497	-	49.OZ_000038-T1		g00597_2	98	346	1042
scaffold_1	108779	110357	+	49.OZ_000039-T1	Cyclin-dependent kinase 20	g02691	98	346	347
scaffold_1	110375	111034	-	49.OZ_000040-T1		g06005	98	343	344
scaffold_1	111133	114329	+	49.OZ_000041-T1	AdoMet-dependent rRNA methyltransferase spb1	g00027_82	98	346	676
scaffold_1	114826	116457	+	49.OZ_000042-T1		g00027_82	98	346	676
scaffold_1	116505	117862	-	49.OZ_000043-T1		g02042	98	345	346
scaffold_1	118761	122814	-	49.OZ_000044-T1		g00942	98	346	678
scaffold_1	123034	124240	-	49.OZ_000045-T1		g00942	98	346	678
scaffold_1	124533	125418	-	49.OZ_000046-T1		g01350	98	346	1045
scaffold_1	126028	128751	-	49.OZ_000047-T1	DnaJ sub C member 7	g01159	98	346	788
scaffold_1	128822	131157	+	49.OZ_000048-T1		g00573_2	98	346	1046
scaffold_1	132336	137360	-	49.OZ_000049-T1	Phosphatidylinositol 4-kinase pik1alpha (PI4-kinase)(PtdIns-4-kinase)	g00573_2	98	346	1046
scaffold_1	137338	138561	-	49.OZ_000050-T1	Ribosomal RNA small subunit methyltransferase mra1	g01257	98	345	1037
scaffold_1	138839	143326	-	49.OZ_000051-T1		g00047_5	98	345	686
scaffold_1	143678	144475	-	49.OZ_000052-T1		g00047_5	98	345	686
scaffold_1	144410	152848	+	49.OZ_000053-T1	kinase subunit of RNA polymerase II carboxy-terminal domain kinase I	g00568	98	346	1056
scaffold_1	149771	152900	-	49.OZ_000054-T1	GTP binding protein	g00568	98	346	1056
scaffold_1	154333	155469	+	49.OZ_000055-T1		g00070	98	346	1251
scaffold_1	156000	157641	+	49.OZ_000056-T1	ribosome bioproteinsis protein tsr3	g00070	98	346	1251
scaffold_1	157556	158404	-	49.OZ_000057-T1		g00070	98	346	1251
scaffold_1	158550	159342	+	49.OZ_000058-T1		g00070	98	346	1251
scaffold_1	159855	161467	+	49.OZ_000059-T1		g02626	98	344	344
scaffold_1	162079	163134	-	49.OZ_000060-T1	casein kinase 2 regulatory subunit	g00523	98	346	1737
scaffold_1	163511	164760	-	49.OZ_000061-T1	tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like protein	g00523	98	346	1737
scaffold_1	165253	168271	-	49.OZ_000062-T1		g00179_3	98	345	692
scaffold_1	168847	171686	+	49.OZ_000063-T1		g00531	98	346	1417
scaffold_1	171825	174394	+	49.OZ_000064-T1		g00026_223	80	346	8582
scaffold_1	174402	174841	-	49.OZ_000065-T1		g03743	98	344	345
scaffold_1	175076	177121	+	49.OZ_000066-T1	mitotic spindle checkpoint protein Bub3	g00026_223	80	346	8582
scaffold_1	177332	179001	+	49.OZ_000067-T1		g00164	98	345	2131
scaffold_1	179511	181884	+	49.OZ_000068-T1		g01374	98	345	512
scaffold_1	181883	183827	+	49.OZ_000069-T1		g03321	98	344	348
scaffold_1	183864	187294	-	49.OZ_000070-T1		g00168_2	98	345	2842
scaffold_1	189718	190419	-	49.OZ_000071-T1		g01113	98	345	948
scaffold_1	190861	192882	+	49.OZ_000072-T1		g01113	98	345	948
scaffold_1	192976	194841	+	49.OZ_000073-T1		g01709_2	95	134	134
scaffold_1	196375	197762	-	49.OZ_000075-T1		g01709_1	98	342	343
scaffold_1	198313	200332	-	49.OZ_000076-T1		g00099_2	98	343	344
scaffold_1	200682	202151	+	49.OZ_000077-T1		g02366	98	344	347
scaffold_1	202445	204050	+	49.OZ_000078-T1		g01049	98	346	1035
scaffold_1	204122	206698	+	49.OZ_000079-T1	smg-9, nonsense mediated mRNA decay factor	g01155	98	345	668
scaffold_1	206801	208782	+	49.OZ_000080-T1		g00099_3	98	345	684
scaffold_1	208778	209963	-	49.OZ_000081-T1		g00532	98	346	1693
scaffold_1	210047	211190	+	49.OZ_000082-T1		g00133_3	98	345	1029
scaffold_1	211187	214010	-	49.OZ_000083-T1		g00099_3	98	345	684
scaffold_1	214007	215976	-	49.OZ_000084-T1		g02009	98	343	343
scaffold_1	216111	216689	+	49.OZ_000085-T1	Dolichyl-diphosphooligosaccharide-protein glycosyltransferase subunit dad1	g02566	98	344	686
scaffold_1	216665	218430	-	49.OZ_000086-T1	Elongation factor 1-beta	g02566	98	344	686
scaffold_1	218849	223394	+	49.OZ_000087-T1	Coatomer subunit beta'	g00355	98	344	701
scaffold_1	224104	226378	-	49.OZ_000088-T1	transforming growth factor beta regulator 1	g00034_21	90	346	856
scaffold_1	227547	230112	+	49.OZ_000089-T1		g01642	98	344	862
scaffold_1	230846	231707	+	49.OZ_000090-T1		g01642	98	344	862
scaffold_1	231739	232703	-	49.OZ_000091-T1		g00205_1	98	342	343
scaffold_1	233184	236666	-	49.OZ_000092-T1	chaperone ATPase hsp78	g00310_2	98	345	686
scaffold_1	240971	243618	+	49.OZ_000093-T1		g01208_1	98	344	383
scaffold_1	247239	249490	+	49.OZ_000094-T1		g01840	98	345	353
scaffold_1	249570	251213	+	49.OZ_000095-T1		g01277	98	345	1042
scaffold_1	251701	252668	-	49.OZ_000096-T1		g00068_4	95	338	341
scaffold_1	253321	254232	-	49.OZ_000097-T1		g01199	70	346	1778
scaffold_1	254477	256005	-	49.OZ_000098-T1	Golgi to ER traffic- protein	g01199	70	346	1778
scaffold_1	256261	257053	-	49.OZ_000099-T1	LYR motif-containing protein 5	g00920	98	345	1047
scaffold_1	257179	259629	+	49.OZ_000100-T1	Peptidyl-prolyl isomerase cwc27	g00920	98	345	1047
scaffold_1	259716	264001	-	49.OZ_000101-T1	DNA helicase rad5	g00920	98	345	1047
scaffold_1	264135	268955	-	49.OZ_000103-T1	Cullin-2	g02086	98	344	687
scaffold_1	264506	265256	+	49.OZ_000102-T1	30S ribosomal protein S12	g02086	98	344	687
scaffold_1	269393	270956	-	49.OZ_000104-T1	ferrochelatase hem15	g00032_1	98	344	345
scaffold_1	271048	273220	+	49.OZ_000105-T1		g00796	98	345	1040
scaffold_1	272961	276218	-	49.OZ_000106-T1		g00796	98	345	1040
scaffold_1	275532	280078	+	49.OZ_000107-T1	HEAT repeat-containing protein 2	g01137	98	345	352
scaffold_1	280768	285848	-	49.OZ_000108-T1		g00032_4	98	345	1700
scaffold_1	285990	289340	+	49.OZ_000109-T1	Leucine-rich repeat-containing protein 71	g00032_4	98	345	1700
scaffold_1	289372	290728	-	49.OZ_000110-T1		g00032_4	98	345	1700
scaffold_1	290958	293720	+	49.OZ_000111-T1		g01886	98	345	691
scaffold_1	293727	295522	-	49.OZ_000112-T1		g00067_11	98	345	1038
scaffold_1	296017	299251	-	49.OZ_000113-T1		g00253_2	98	345	1038
scaffold_1	298976	300665	+	49.OZ_000114-T1		g00253_2	98	345	1038
scaffold_1	301329	302661	+	49.OZ_000115-T1	ASF1 anti-silencing function 1	g00253_2	98	345	1038
scaffold_1	302767	304558	+	49.OZ_000116-T1		g00822_1	98	343	345
scaffold_1	304552	306329	-	49.OZ_000117-T1	Intraflagellar transport protein 43	g02531	98	343	345
scaffold_1	306330	307613	-	49.OZ_000118-T1	DNA-directed RNA polymerase II subunit	g00822_2	98	341	345
scaffold_1	308369	310432	+	49.OZ_000119-T1		g02404	98	344	347
scaffold_1	311287	314203	+	49.OZ_000120-T1	Putative choline transporter, neither null mutation nor overexpression affects choline transport	g00026_168	90	335	335
scaffold_1	314468	319291	+	49.OZ_000121-T1	Integrator complex subunit 2	g00273	98	345	689
scaffold_1	319219	325126	-	49.OZ_000122-T1	Dicer-like protein 2	g00273	98	345	689
scaffold_1	325596	327769	+	49.OZ_000123-T1		g00096	98	345	3923
scaffold_1	327773	328809	-	49.OZ_000124-T1	exosome non-catalytic core subunit rrp40	g00366	98	345	692
scaffold_1	331892	336488	+	49.OZ_000125-T1		g01945	98	345	690
scaffold_1	335809	336936	-	49.OZ_000126-T1		g01945	98	345	690
scaffold_1	337977	339940	+	49.OZ_000127-T1		g00039_2	98	345	1323
scaffold_1	340391	341566	-	49.OZ_000128-T1		g01614	98	344	684
scaffold_1	341779	344139	-	49.OZ_000129-T1		g01614	98	344	684
scaffold_1	344722	345875	+	49.OZ_000130-T1		g00026_112	98	341	341
scaffold_1	346331	347435	+	49.OZ_000131-T1		g00269_4	98	345	1043
scaffold_1	347480	351315	+	49.OZ_000132-T1		g00026_169	98	344	354
scaffold_1	351495	354146	-	49.OZ_000133-T1		g00026_184	98	336	340
scaffold_1	354230	355901	+	49.OZ_000134-T1		g01571	98	345	554
scaffold_1	357146	364646	+	49.OZ_000135-T1		g00102_2	98	343	360
scaffold_1	364781	367223	-	49.OZ_000136-T1		g01593	98	345	735
scaffold_1	367286	369613	+	49.OZ_000137-T1	glucosyltransferase	g00516_1	98	345	957
scaffold_1	370432	372180	+	49.OZ_000138-T1	spermidine resistance protein	g02107	98	343	347
scaffold_1	372288	373895	+	49.OZ_000139-T1		g01239	98	346	697
scaffold_1	374186	375264	-	49.OZ_000140-T1		g00269_4	98	345	1043
scaffold_1	375350	377821	+	49.OZ_000141-T1		g00269_4	98	345	1043
scaffold_1	377841	378531	-	49.OZ_000142-T1	PQ loop repeat-containing protein 2	g00596	98	345	1429
scaffold_1	379637	382474	-	49.OZ_000143-T1	Mitogen-activated protein kinase	g00233	98	346	576
scaffold_1	383060	386059	+	49.OZ_000144-T1	Mitogen-activated protein kinase	g00233	98	346	576
scaffold_1	386725	388648	+	49.OZ_000145-T1	Type I HSP40 co-chaperone	g00199	98	346	3297
scaffold_1	388670	392007	-	49.OZ_000146-T1		g00199	98	346	3297
scaffold_1	392366	395485	+	49.OZ_000147-T1	U3 snoRNP protein	g01224	98	346	349
scaffold_1	395768	397081	+	49.OZ_000148-T1	25S rRNA (adenine645-N1)-methyltransferase	g00007	98	346	346
scaffold_1	397456	398782	+	49.OZ_000149-T1		g01470_1	98	346	347
scaffold_1	399007	400256	-	49.OZ_000150-T1		g01470_2	98	248	248
scaffold_1	400570	409070	-	49.OZ_000151-T1	Chromosome-associated kinesin kif4a	g00401_2	98	345	789
scaffold_1	409350	410623	-	49.OZ_000152-T1	Transmembrane protein 19	g00026_61	95	344	378
scaffold_1	410764	412270	-	49.OZ_000153-T1		g00027_129	80	346	12185
scaffold_1	412350	413961	+	49.OZ_000154-T1	Tetratricopeptide repeat protein 4	g02126	98	343	343
scaffold_1	414207	416159	-	49.OZ_000155-T1		g02022	98	344	344
scaffold_1	416557	417835	+	49.OZ_000156-T1		g00653_3	98	346	690
scaffold_1	417766	422770	-	49.OZ_000157-T1		g00653_3	98	346	690
scaffold_1	422812	424581	+	49.OZ_000158-T1		g00653_2	98	345	358
scaffold_1	424807	426459	+	49.OZ_000159-T1		g00653_1	98	345	345
scaffold_1	426069	429435	-	49.OZ_000160-T1		g00252	98	346	1382
scaffold_1	429784	430900	-	49.OZ_000161-T1		g02511	98	345	345
scaffold_1	430966	435088	+	49.OZ_000162-T1		g00571_2	98	345	711
scaffold_1	434317	438881	-	49.OZ_000163-T1	High affinity Ca2+/Mn2+ P-type ATPase-like protein	g00571_2	98	345	711
scaffold_1	439209	441102	-	49.OZ_000164-T1		g00317_1	95	339	341
scaffold_1	442329	444125	+	49.OZ_000165-T1		g00732_2	98	346	1362
scaffold_1	444308	445718	+	49.OZ_000166-T1		g00732_2	98	346	1362
scaffold_1	445783	447018	-	49.OZ_000167-T1		g06289	98	343	345
scaffold_1	451965	452503	+	49.OZ_000168-T1		g00732_2	98	346	1362
scaffold_1	452738	454895	+	49.OZ_000169-T1	Putative 28S rRNA (cytosine-C(5))-methyltransferase	g00732_2	98	346	1362
scaffold_1	454942	456587	-	49.OZ_000170-T1	suppressor of loss of ypt1	g00116_4	98	346	1026
scaffold_1	458671	466165	-	49.OZ_000171-T1		g00116_4	98	346	1026
scaffold_1	466201	467360	-	49.OZ_000172-T1		g00116_4	98	346	1026
scaffold_1	467753	470245	-	49.OZ_000173-T1		g00029_9	98	346	530
scaffold_1	470884	472176	+	49.OZ_000174-T1		g00445	98	346	1725
scaffold_1	472155	474920	+	49.OZ_000175-T1	ATP-binding cassette sub- F member 2	g00445	98	346	1725
scaffold_1	475369	480173	+	49.OZ_000176-T1	Calmodulin-regulated spectrin-associated protein 3	g01177_1	98	344	376
scaffold_1	480293	482374	-	49.OZ_000177-T1		g00133_2	98	346	1774
scaffold_1	482494	484518	+	49.OZ_000178-T1		g00773_2	98	346	1033
scaffold_1	484751	487304	-	49.OZ_000179-T1		g00050_3	98	346	590
scaffold_1	488011	488483	+	49.OZ_000180-T1		g00734	98	345	889
scaffold_1	489038	491428	+	49.OZ_000181-T1		g00734	98	345	889
scaffold_1	491393	494814	-	49.OZ_000182-T1		g00026_102	98	342	344
scaffold_1	495775	497119	+	49.OZ_000184-T1		g01126	98	346	1033
scaffold_1	496791	498160	-	49.OZ_000185-T1		g01126	98	346	1033
scaffold_1	498454	499690	+	49.OZ_000186-T1		g00162_2	98	343	344
scaffold_1	499288	502801	+	49.OZ_000187-T1		g00133_2	98	346	1774
scaffold_1	502798	507757	+	49.OZ_000188-T1		g00133_2	98	346	1774
scaffold_1	507847	513457	+	49.OZ_000189-T1		g01315	98	346	1382
scaffold_1	513858	514450	+	49.OZ_000190-T1		g02662	98	331	331
scaffold_1	514649	515341	-	49.OZ_000191-T1		g01576	98	345	688
scaffold_1	515482	516994	+	49.OZ_000192-T1	NADH-ubiquinone oxidoreductase 30.4 kDa subunit, mitochondrial	g01874_1	98	345	345
scaffold_1	516967	519133	+	49.OZ_000193-T1	ATPase with role in protein import into the ER	g00966_1	98	343	344
scaffold_1	519782	520118	+	49.OZ_000194-T1		g00596	98	345	1429
scaffold_1	520326	524666	+	49.OZ_000195-T1	HBS1-like protein	g00596	98	345	1429
scaffold_1	525939	529476	+	49.OZ_000196-T1		g01149_2	98	345	689
scaffold_1	529317	530552	-	49.OZ_000197-T1		g01149_2	98	345	689
scaffold_1	530657	531250	+	49.OZ_000198-T1		g00027_61	98	342	342
scaffold_1	531307	535343	-	49.OZ_000199-T1		g00691_2	98	346	688
scaffold_1	535380	541834	+	49.OZ_000200-T1		g00120_2	98	345	1608
scaffold_1	541845	552690	+	49.OZ_000201-T1		g00026_223	80	346	8582
scaffold_1	553020	555266	+	49.OZ_000202-T1		g01902	98	346	350
scaffold_1	555675	557386	-	49.OZ_000203-T1		g00136_4	98	346	692
scaffold_1	557528	561684	-	49.OZ_000204-T1	1-phosphatidylinositol-3-phosphate 5-kinase	g00670_1	98	343	347
scaffold_1	561832	563193	+	49.OZ_000205-T1	Probable phosphatase phospho1	g00884_2	98	344	345
scaffold_1	563354	564304	-	49.OZ_000206-T1		g00584	98	346	861
scaffold_1	565218	566479	+	49.OZ_000207-T1	Ribosome bioproteinsis protein	g00322_3	98	346	1378
scaffold_1	566531	570446	-	49.OZ_000208-T1	Rhophilin, Rho GTPase binding protein	g00322_3	98	346	1378
scaffold_1	570672	571604	-	49.OZ_000209-T1		g00322_3	98	346	1378
scaffold_1	572509	575466	+	49.OZ_000210-T1	Elongation factor 2	g00588	98	346	1948
scaffold_1	575625	577694	-	49.OZ_000211-T1	Checkpoint kinase 2	g01397	98	343	683
scaffold_1	577842	579040	-	49.OZ_000212-T1		g01397	98	343	683
scaffold_1	580468	581447	+	49.OZ_000214-T1	28S ribosomal protein S5, mitochondrial	g01941	98	346	686
scaffold_1	581096	583271	-	49.OZ_000215-T1	Actin- protein 10	g01941	98	346	686
scaffold_1	583283	585091	+	49.OZ_000216-T1		g01450	98	346	688
scaffold_1	584882	588761	-	49.OZ_000217-T1	isoleucine--tRNA ligase	g01450	98	346	688
scaffold_1	588755	594370	+	49.OZ_000218-T1		g00154_3	98	346	697
scaffold_1	594076	595795	-	49.OZ_000219-T1		g00023	98	346	346
scaffold_1	595909	599580	+	49.OZ_000220-T1	ATP-dependent RNA helicase dbp2	g00027_129	80	346	12185
scaffold_1	599912	602177	+	49.OZ_000221-T1	translocon subunit	g00408	98	346	825
scaffold_1	602561	603386	-	49.OZ_000222-T1	Dynein light chain 4, axonemal	g02147	98	345	345
scaffold_1	603837	604989	+	49.OZ_000223-T1		g00027_4	98	345	345
scaffold_1	605454	607904	+	49.OZ_000224-T1		g01819	98	345	349
scaffold_1	607985	610728	-	49.OZ_000225-T1	rRNA-processing endoribonuclease	g00026_32	98	344	344
scaffold_1	611167	615848	-	49.OZ_000226-T1	oxidative DNA demethylase	g00193_2	98	308	313
scaffold_1	615955	618248	-	49.OZ_000227-T1		g00659_1	98	346	688
scaffold_1	618622	621410	+	49.OZ_000228-T1		g00576_1	98	346	1039
scaffold_1	620596	623974	-	49.OZ_000229-T1	protein-ER retention protein	g00576_1	98	346	1039
scaffold_1	625760	629857	+	49.OZ_000230-T1	Ca(2+)-dependent cysteine protease	g00074_2	98	346	1282
scaffold_1	630587	632680	+	49.OZ_000231-T1	Ca(2+)-dependent cysteine protease	g00212_2	98	324	326
scaffold_1	632648	638979	-	49.OZ_000232-T1		g00027_108	98	337	340
scaffold_1	639485	645444	-	49.OZ_000233-T1		g00401_1	98	334	338
scaffold_1	645532	647679	-	49.OZ_000234-T1		g01447_2	98	343	347
scaffold_1	648259	650516	-	49.OZ_000235-T1		g00752_2	98	344	406
scaffold_1	650629	653038	-	49.OZ_000236-T1	Autophagy protein 22	g00027_129	80	346	12185
scaffold_1	655815	656703	+	49.OZ_000237-T1		g02302	98	342	343
scaffold_1	657051	658891	+	49.OZ_000238-T1		g02550	98	343	373
scaffold_1	659453	661823	-	49.OZ_000239-T1		g00037_1	98	346	2024
scaffold_1	662309	665811	-	49.OZ_000240-T1	AMP deaminase	g00037_1	98	346	2024
scaffold_1	665902	668324	-	49.OZ_000241-T1	serine/threonine-protein kinase HAL4/sat4	g00037_1	98	346	2024
scaffold_1	668301	671090	+	49.OZ_000242-T1	26S proteasome subunit rpt4	g00037_3	98	345	1201
scaffold_1	671488	672282	+	49.OZ_000243-T1		g00037_3	98	345	1201
scaffold_1	671838	674678	-	49.OZ_000244-T1	Pleiotropic negative transcriptional regulator	g00906	98	343	1049
scaffold_1	674692	677600	+	49.OZ_000245-T1	Transmembrane and coiled-coil domains-containing protein 3	g00906	98	343	1049
scaffold_1	677691	678098	-	49.OZ_000246-T1	Mitochondrial import inner membrane translocase subunit tim8	g00906	98	343	1049
scaffold_1	678410	679269	-	49.OZ_000247-T1		g00037_3	98	345	1201
scaffold_1	679692	681473	+	49.OZ_000248-T1		g00037_1	98	346	2024
scaffold_1	682075	686463	+	49.OZ_000249-T1		g00729	98	344	688
scaffold_1	686530	689468	+	49.OZ_000250-T1		g00729	98	344	688
scaffold_1	689483	691211	+	49.OZ_000251-T1		g01010	98	345	687
scaffold_1	691040	692453	-	49.OZ_000252-T1		g01010	98	345	687
scaffold_1	692583	693053	+	49.OZ_000253-T1		g01716	98	345	687
scaffold_1	693520	694539	-	49.OZ_000254-T1	tyrosine-protein phosphatase required for protection against superoxide stress (By similarity)	g00027_36	98	343	343
scaffold_1	694975	695898	+	49.OZ_000255-T1		g00345_4	90	345	1322
scaffold_1	695599	697497	-	49.OZ_000256-T1		g00345_4	90	345	1322
