CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	4526	6312	-	34.OZ_006881-T1		g00025_19	90	345	4663
scaffold_1	8531	9477	+	34.OZ_000001-T1		g00025_21	80	339	4229
scaffold_1	10412	12328	-	34.OZ_000002-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	15164	16410	+	34.OZ_000003-T1		g01053_1	98	341	341
scaffold_1	17662	19465	+	34.OZ_000004-T1		g01027_2	98	346	695
scaffold_1	19660	22971	-	34.OZ_000005-T1		g00815_2	80	344	348
scaffold_1	23916	25541	+	34.OZ_000006-T1		g00691_1	98	346	348
scaffold_1	25610	26197	-	34.OZ_000007-T1		g04916	98	344	345
scaffold_1	26550	28539	+	34.OZ_000008-T1		g01742	98	346	1038
scaffold_1	28425	30868	+	34.OZ_000009-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	30692	32649	-	34.OZ_000010-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	32751	34427	-	34.OZ_000011-T1	sorting nexin	g03562	98	345	346
scaffold_1	34989	36599	+	34.OZ_000012-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	36633	42089	-	34.OZ_000013-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	49239	52694	-	34.OZ_000017-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	52799	53197	-	34.OZ_000018-T1		g00397	98	346	1037
scaffold_1	54917	56149	-	34.OZ_000019-T1		g00160_3	98	327	331
scaffold_1	58850	61465	+	34.OZ_000020-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	61545	65673	+	34.OZ_000021-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	66389	68854	+	34.OZ_000022-T1		g00027_15	98	345	347
scaffold_1	69616	73175	+	34.OZ_000023-T1		g00760_1	98	345	350
scaffold_1	73253	75553	+	34.OZ_000024-T1		g02137	98	346	350
scaffold_1	75547	78889	-	34.OZ_000025-T1		g00034_2	98	346	348
scaffold_1	79557	81029	-	34.OZ_000026-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	82832	84167	+	34.OZ_000027-T1		g00528	98	344	346
scaffold_1	84179	87924	-	34.OZ_000028-T1		g01711	98	346	349
scaffold_1	88022	89146	-	34.OZ_000029-T1		g01786	98	345	688
scaffold_1	89455	91667	-	34.OZ_000030-T1		g01786	98	345	688
scaffold_1	92268	92960	-	34.OZ_000031-T1		g02596	98	346	347
scaffold_1	93016	93605	-	34.OZ_000032-T1		g00017	98	346	346
scaffold_1	96417	97377	-	34.OZ_000033-T1		g02790	98	345	348
scaffold_1	97695	98560	+	34.OZ_000034-T1		g00460_2	98	346	1202
scaffold_1	98471	102339	-	34.OZ_000035-T1	ERMES complex subunit	g00460_2	98	346	1202
scaffold_1	101691	104362	-	34.OZ_000036-T1	Nuclear receptor 2C2-associated protein	g00597_2	98	346	1042
scaffold_1	104644	106222	+	34.OZ_000037-T1	Cyclin-dependent kinase 20	g02691	98	346	347
scaffold_1	106240	106899	-	34.OZ_000038-T1		g06005	98	343	344
scaffold_1	106998	110194	+	34.OZ_000039-T1	AdoMet-dependent rRNA methyltransferase spb1	g00027_82	98	346	676
scaffold_1	110691	112322	+	34.OZ_000040-T1		g00027_82	98	346	676
scaffold_1	112370	113727	-	34.OZ_000041-T1		g02042	98	345	346
scaffold_1	114753	118858	-	34.OZ_000042-T1		g00942	98	346	678
scaffold_1	119078	120284	-	34.OZ_000043-T1		g00942	98	346	678
scaffold_1	120577	121462	-	34.OZ_000044-T1		g01350	98	346	1045
scaffold_1	122072	124795	-	34.OZ_000045-T1	DnaJ sub C member 7	g01159	98	346	788
scaffold_1	124866	127201	+	34.OZ_000046-T1		g00573_2	98	346	1046
scaffold_1	128380	133404	-	34.OZ_000047-T1	Phosphatidylinositol 4-kinase pik1alpha (PI4-kinase)(PtdIns-4-kinase)	g00573_2	98	346	1046
scaffold_1	133382	134605	-	34.OZ_000048-T1	Ribosomal RNA small subunit methyltransferase mra1	g01257	98	345	1037
scaffold_1	134883	139370	-	34.OZ_000049-T1		g00047_5	98	345	686
scaffold_1	139722	140519	-	34.OZ_000050-T1		g00047_5	98	345	686
scaffold_1	140454	148892	+	34.OZ_000051-T1	kinase subunit of RNA polymerase II carboxy-terminal domain kinase I	g00568	98	346	1056
scaffold_1	145815	148944	-	34.OZ_000052-T1	GTP binding protein	g00568	98	346	1056
scaffold_1	150378	151526	+	34.OZ_000053-T1		g00070	98	346	1251
scaffold_1	152057	153698	+	34.OZ_000054-T1	ribosome bioproteinsis protein tsr3	g00070	98	346	1251
scaffold_1	153613	154461	-	34.OZ_000055-T1		g00070	98	346	1251
scaffold_1	154607	155240	+	34.OZ_000056-T1		g00070	98	346	1251
scaffold_1	155752	157364	+	34.OZ_000057-T1		g02626	98	344	344
scaffold_1	157976	159032	-	34.OZ_000058-T1	casein kinase 2 regulatory subunit	g00523	98	346	1737
scaffold_1	159409	160658	-	34.OZ_000059-T1	tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like protein	g00523	98	346	1737
scaffold_1	161151	164172	-	34.OZ_000060-T1		g00179_3	98	345	692
scaffold_1	164748	167587	+	34.OZ_000061-T1		g00531	98	346	1417
scaffold_1	167726	170295	+	34.OZ_000062-T1		g00026_223	80	346	8582
scaffold_1	170303	170742	-	34.OZ_000063-T1		g03743	98	344	345
scaffold_1	170977	173023	+	34.OZ_000064-T1	mitotic spindle checkpoint protein Bub3	g00026_223	80	346	8582
scaffold_1	173234	174904	+	34.OZ_000065-T1		g00164	98	345	2131
scaffold_1	175414	177787	+	34.OZ_000066-T1		g01374	98	345	512
scaffold_1	177847	179730	+	34.OZ_000067-T1		g03321	98	344	348
scaffold_1	179767	183263	-	34.OZ_000068-T1		g00168_2	98	345	2842
scaffold_1	186244	188265	+	34.OZ_000069-T1		g01113	98	345	948
scaffold_1	188359	190224	+	34.OZ_000070-T1		g01709_2	95	134	134
scaffold_1	191328	192715	-	34.OZ_000071-T1		g01709_1	98	342	343
scaffold_1	193266	195285	-	34.OZ_000072-T1		g00099_2	98	343	344
scaffold_1	195635	197104	+	34.OZ_000073-T1		g02366	98	344	347
scaffold_1	197395	199000	+	34.OZ_000074-T1		g01049	98	346	1035
scaffold_1	199072	201648	+	34.OZ_000075-T1	smg-9, nonsense mediated mRNA decay factor	g01155	98	345	668
scaffold_1	201751	203732	+	34.OZ_000076-T1		g00099_3	98	345	684
scaffold_1	203728	204913	-	34.OZ_000077-T1		g00532	98	346	1693
scaffold_1	204998	206141	+	34.OZ_000078-T1		g00133_3	98	345	1029
scaffold_1	206138	208961	-	34.OZ_000079-T1		g00099_3	98	345	684
scaffold_1	208958	211108	-	34.OZ_000080-T1		g02009	98	343	343
scaffold_1	211219	211933	+	34.OZ_000081-T1	Dolichyl-diphosphooligosaccharide-protein glycosyltransferase subunit dad1	g02566	98	344	686
scaffold_1	211797	213562	-	34.OZ_000082-T1	Elongation factor 1-beta	g02566	98	344	686
scaffold_1	214066	217980	+	34.OZ_000083-T1		g00355	98	344	701
scaffold_1	218682	220956	-	34.OZ_000084-T1	transforming growth factor beta regulator 1	g00034_21	90	346	856
scaffold_1	222126	224691	+	34.OZ_000085-T1		g01642	98	344	862
scaffold_1	225425	226286	+	34.OZ_000086-T1		g01642	98	344	862
scaffold_1	226318	227282	-	34.OZ_000087-T1		g00205_1	98	342	343
scaffold_1	227759	231245	-	34.OZ_000088-T1	chaperone ATPase hsp78	g00310_2	98	345	686
scaffold_1	235094	237741	+	34.OZ_000089-T1		g01208_1	98	344	383
scaffold_1	241363	243614	+	34.OZ_000090-T1		g01840	98	345	353
scaffold_1	243694	245337	+	34.OZ_000091-T1		g01277	98	345	1042
scaffold_1	245823	246790	-	34.OZ_000092-T1		g00068_4	95	338	341
scaffold_1	247443	248354	-	34.OZ_000093-T1		g01199	70	346	1778
scaffold_1	248599	250127	-	34.OZ_000094-T1	Golgi to ER traffic- protein	g01199	70	346	1778
scaffold_1	250383	251175	-	34.OZ_000095-T1	LYR motif-containing protein 5	g00920	98	345	1047
scaffold_1	251301	253751	+	34.OZ_000096-T1	Peptidyl-prolyl isomerase cwc27	g00920	98	345	1047
scaffold_1	253838	258124	-	34.OZ_000097-T1	DNA helicase rad5	g00920	98	345	1047
scaffold_1	258258	263078	-	34.OZ_000099-T1	Cullin-2	g02086	98	344	687
scaffold_1	258629	259379	+	34.OZ_000098-T1	30S ribosomal protein S12	g02086	98	344	687
scaffold_1	263516	265079	-	34.OZ_000100-T1	ferrochelatase hem15	g00032_1	98	344	345
scaffold_1	265171	267343	+	34.OZ_000101-T1		g00796	98	345	1040
scaffold_1	267084	270341	-	34.OZ_000102-T1		g00796	98	345	1040
scaffold_1	269655	274201	+	34.OZ_000103-T1	HEAT repeat-containing protein 2	g01137	98	345	352
scaffold_1	274511	280602	-	34.OZ_000104-T1		g00032_4	98	345	1700
scaffold_1	279934	282315	+	34.OZ_000105-T1	Leucine-rich repeat-containing protein 71	g00032_4	98	345	1700
scaffold_1	282545	285307	+	34.OZ_000106-T1		g01886	98	345	691
scaffold_1	285314	287109	-	34.OZ_000107-T1		g00067_11	98	345	1038
scaffold_1	287604	290838	-	34.OZ_000108-T1		g00253_2	98	345	1038
scaffold_1	290563	292252	+	34.OZ_000109-T1		g00253_2	98	345	1038
scaffold_1	292916	294248	+	34.OZ_000110-T1	ASF1 anti-silencing function 1	g00253_2	98	345	1038
scaffold_1	294354	296145	+	34.OZ_000111-T1		g00822_1	98	343	345
scaffold_1	296139	297916	-	34.OZ_000112-T1	Intraflagellar transport protein 43	g02531	98	343	345
scaffold_1	297917	299200	-	34.OZ_000113-T1	DNA-directed RNA polymerase II subunit	g00822_2	98	341	345
scaffold_1	299956	302019	+	34.OZ_000114-T1		g02404	98	344	347
scaffold_1	302874	305790	+	34.OZ_000115-T1	Putative choline transporter, neither null mutation nor overexpression affects choline transport	g00026_168	90	335	335
scaffold_1	306055	310878	+	34.OZ_000116-T1	Integrator complex subunit 2	g00273	98	345	689
scaffold_1	310806	316892	-	34.OZ_000117-T1	Dicer-like protein 2	g00273	98	345	689
scaffold_1	317362	319535	+	34.OZ_000118-T1		g00096	98	345	3923
scaffold_1	319539	320575	-	34.OZ_000119-T1	exosome non-catalytic core subunit rrp40	g00366	98	345	692
scaffold_1	323658	328254	+	34.OZ_000120-T1		g01945	98	345	690
scaffold_1	327575	328702	-	34.OZ_000121-T1		g01945	98	345	690
scaffold_1	330247	331707	+	34.OZ_000122-T1		g00039_2	98	345	1323
scaffold_1	332158	333126	-	34.OZ_000123-T1		g01614	98	344	684
scaffold_1	333546	335914	-	34.OZ_000124-T1		g01614	98	344	684
scaffold_1	336803	338253	+	34.OZ_000125-T1		g00026_112	98	341	341
scaffold_1	338718	339529	+	34.OZ_000126-T1		g00269_4	98	345	1043
scaffold_1	339867	343702	+	34.OZ_000127-T1		g00026_169	98	344	354
scaffold_1	343882	346533	-	34.OZ_000128-T1		g00026_184	98	336	340
scaffold_1	346617	348288	+	34.OZ_000129-T1		g01571	98	345	554
scaffold_1	349533	357033	+	34.OZ_000130-T1		g00102_2	98	343	360
scaffold_1	357168	359610	-	34.OZ_000131-T1		g01593	98	345	735
scaffold_1	359673	361994	+	34.OZ_000132-T1	glucosyltransferase	g00516_1	98	345	957
scaffold_1	361973	364656	+	34.OZ_000133-T1	spermidine resistance protein	g02107	98	343	347
scaffold_1	364669	366276	+	34.OZ_000134-T1		g01239	98	346	697
scaffold_1	366475	367553	-	34.OZ_000135-T1		g00269_4	98	345	1043
scaffold_1	367639	370110	+	34.OZ_000136-T1		g00269_4	98	345	1043
scaffold_1	370130	370820	-	34.OZ_000137-T1	PQ loop repeat-containing protein 2	g00596	98	345	1429
scaffold_1	371926	374763	-	34.OZ_000138-T1	Mitogen-activated protein kinase	g00233	98	346	576
scaffold_1	375349	378347	+	34.OZ_000139-T1	Mitogen-activated protein kinase	g00233	98	346	576
scaffold_1	379013	380936	+	34.OZ_000140-T1	Type I HSP40 co-chaperone	g00199	98	346	3297
scaffold_1	380958	384041	-	34.OZ_000141-T1		g00199	98	346	3297
scaffold_1	384654	387773	+	34.OZ_000142-T1	U3 snoRNP protein	g01224	98	346	349
scaffold_1	388056	389369	+	34.OZ_000143-T1	25S rRNA (adenine645-N1)-methyltransferase	g00007	98	346	346
scaffold_1	389743	391069	+	34.OZ_000144-T1		g01470_1	98	346	347
scaffold_1	391294	392543	-	34.OZ_000145-T1		g00401_2	98	345	789
scaffold_1	392857	398743	-	34.OZ_000146-T1	Chromosome-associated kinesin kif4a	g00401_2	98	345	789
scaffold_1	398934	401357	-	34.OZ_000147-T1		g00401_2	98	345	789
scaffold_1	401637	402910	-	34.OZ_000148-T1	Transmembrane protein 19	g00026_61	95	344	378
scaffold_1	403051	404557	-	34.OZ_000149-T1		g00027_129	80	346	12185
scaffold_1	404637	406248	+	34.OZ_000150-T1	Tetratricopeptide repeat protein 4	g02126	98	343	343
scaffold_1	406494	408446	-	34.OZ_000151-T1		g02022	98	344	344
scaffold_1	408940	410218	+	34.OZ_000152-T1		g00653_3	98	346	690
scaffold_1	409307	415084	-	34.OZ_000153-T1		g00653_3	98	346	690
scaffold_1	415193	416962	+	34.OZ_000154-T1		g00653_2	98	345	358
scaffold_1	417188	418840	+	34.OZ_000155-T1		g00653_1	98	345	345
scaffold_1	418450	421814	-	34.OZ_000156-T1		g00252	98	346	1382
scaffold_1	422163	423279	-	34.OZ_000157-T1		g02511	98	345	345
scaffold_1	423345	427467	+	34.OZ_000158-T1		g00571_2	98	345	711
scaffold_1	426696	431260	-	34.OZ_000159-T1	High affinity Ca2+/Mn2+ P-type ATPase-like protein	g00571_2	98	345	711
scaffold_1	431588	433481	-	34.OZ_000160-T1		g00317_1	95	339	341
scaffold_1	434708	436504	+	34.OZ_000161-T1		g00732_2	98	346	1362
scaffold_1	436687	438097	+	34.OZ_000162-T1		g00732_2	98	346	1362
scaffold_1	438162	439397	-	34.OZ_000163-T1		g06289	98	343	345
scaffold_1	444246	444784	+	34.OZ_000164-T1		g00732_2	98	346	1362
scaffold_1	445019	447176	+	34.OZ_000165-T1	Putative 28S rRNA (cytosine-C(5))-methyltransferase	g00732_2	98	346	1362
scaffold_1	447223	448855	-	34.OZ_000166-T1	suppressor of loss of ypt1	g00116_4	98	346	1026
scaffold_1	458391	459550	-	34.OZ_000167-T1		g00116_4	98	346	1026
scaffold_1	459939	462431	-	34.OZ_000168-T1		g00029_9	98	346	530
scaffold_1	462989	464281	+	34.OZ_000169-T1		g00445	98	346	1725
scaffold_1	464260	467091	+	34.OZ_000170-T1	ATP-binding cassette sub- F member 2	g00445	98	346	1725
scaffold_1	467539	472282	+	34.OZ_000171-T1	Calmodulin-regulated spectrin-associated protein 3	g01177_1	98	344	376
scaffold_1	472402	474483	-	34.OZ_000172-T1		g00133_2	98	346	1774
scaffold_1	474603	476627	+	34.OZ_000173-T1		g00773_2	98	346	1033
scaffold_1	476753	478769	-	34.OZ_000174-T1		g00050_3	98	346	590
scaffold_1	480441	482831	+	34.OZ_000175-T1		g00734	98	345	889
scaffold_1	482796	486218	-	34.OZ_000176-T1		g00026_102	98	342	344
scaffold_1	487179	488523	+	34.OZ_000178-T1		g01126	98	346	1033
