CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	9659	11448	-	40.OZ_007514-T1		g00025_19	90	345	4663
scaffold_1	13045	13615	+	40.OZ_000001-T1		g00025_21	80	339	4229
scaffold_1	14561	16477	-	40.OZ_000002-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	19286	20532	+	40.OZ_000003-T1		g01053_1	98	341	341
scaffold_1	21784	23593	+	40.OZ_000004-T1		g01027_2	98	346	695
scaffold_1	23788	27099	-	40.OZ_000005-T1		g00815_2	80	344	348
scaffold_1	28044	29669	+	40.OZ_000006-T1		g00691_1	98	346	348
scaffold_1	29738	30325	-	40.OZ_000007-T1		g04916	98	344	345
scaffold_1	30679	32567	+	40.OZ_000008-T1		g01742	98	346	1038
scaffold_1	32553	34996	+	40.OZ_000009-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	34820	36777	-	40.OZ_000010-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	36879	38555	-	40.OZ_000011-T1	sorting nexin	g03562	98	345	346
scaffold_1	39117	40727	+	40.OZ_000012-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	40761	46217	-	40.OZ_000013-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	53367	56822	-	40.OZ_000017-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	56927	57325	-	40.OZ_000018-T1		g00397	98	346	1037
scaffold_1	59046	60278	-	40.OZ_000019-T1		g00160_3	98	327	331
scaffold_1	62979	65594	+	40.OZ_000020-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	65674	69802	+	40.OZ_000021-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	70518	72983	+	40.OZ_000022-T1		g00027_15	98	345	347
scaffold_1	73745	77304	+	40.OZ_000023-T1		g00760_1	98	345	350
scaffold_1	77382	79682	+	40.OZ_000024-T1		g02137	98	346	350
scaffold_1	79676	83018	-	40.OZ_000025-T1		g00034_2	98	346	348
scaffold_1	83686	85158	-	40.OZ_000026-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	86961	88296	+	40.OZ_000027-T1		g00528	98	344	346
scaffold_1	88308	92053	-	40.OZ_000028-T1		g01711	98	346	349
scaffold_1	92151	93275	-	40.OZ_000029-T1		g01786	98	345	688
scaffold_1	93582	95794	-	40.OZ_000030-T1		g01786	98	345	688
scaffold_1	96393	97085	-	40.OZ_000031-T1		g02596	98	346	347
scaffold_1	97141	97730	-	40.OZ_000032-T1		g00017	98	346	346
scaffold_1	98361	99997	+	40.OZ_000033-T1		g00460_2	98	346	1202
scaffold_1	100435	101395	-	40.OZ_000034-T1		g02790	98	345	348
scaffold_1	101713	102578	+	40.OZ_000035-T1		g00460_2	98	346	1202
scaffold_1	102489	106357	-	40.OZ_000036-T1	ERMES complex subunit	g00460_2	98	346	1202
scaffold_1	105709	108380	-	40.OZ_000037-T1	Nuclear receptor 2C2-associated protein	g00597_2	98	346	1042
scaffold_1	108662	110240	+	40.OZ_000038-T1	Cyclin-dependent kinase 20	g02691	98	346	347
scaffold_1	110253	110731	-	40.OZ_000039-T1		g06005	98	343	344
scaffold_1	111016	114212	+	40.OZ_000040-T1	AdoMet-dependent rRNA methyltransferase spb1	g00027_82	98	346	676
scaffold_1	114709	116340	+	40.OZ_000041-T1		g00027_82	98	346	676
scaffold_1	116388	117745	-	40.OZ_000042-T1		g02042	98	345	346
scaffold_1	118644	122706	-	40.OZ_000043-T1		g00942	98	346	678
scaffold_1	122926	124132	-	40.OZ_000044-T1		g00942	98	346	678
scaffold_1	124425	125422	-	40.OZ_000045-T1		g01350	98	346	1045
scaffold_1	125920	128643	-	40.OZ_000046-T1	DnaJ sub C member 7	g01159	98	346	788
scaffold_1	128714	131049	+	40.OZ_000047-T1		g00573_2	98	346	1046
scaffold_1	132241	137265	-	40.OZ_000048-T1	Phosphatidylinositol 4-kinase pik1alpha (PI4-kinase)(PtdIns-4-kinase)	g00573_2	98	346	1046
scaffold_1	137243	138466	-	40.OZ_000049-T1	Ribosomal RNA small subunit methyltransferase mra1	g01257	98	345	1037
scaffold_1	138744	143231	-	40.OZ_000050-T1		g00047_5	98	345	686
scaffold_1	143583	144266	-	40.OZ_000051-T1		g00047_5	98	345	686
scaffold_1	144315	152753	+	40.OZ_000052-T1	kinase subunit of RNA polymerase II carboxy-terminal domain kinase I	g00568	98	346	1056
scaffold_1	149676	152805	-	40.OZ_000053-T1	GTP binding protein	g00568	98	346	1056
scaffold_1	154239	155387	+	40.OZ_000054-T1		g00070	98	346	1251
scaffold_1	155918	157559	+	40.OZ_000055-T1	ribosome bioproteinsis protein tsr3	g00070	98	346	1251
scaffold_1	157474	158322	-	40.OZ_000056-T1		g00070	98	346	1251
scaffold_1	158613	159107	+	40.OZ_007515-T1		g00070	98	346	1251
scaffold_1	159622	161234	+	40.OZ_000057-T1		g02626	98	344	344
scaffold_1	161846	162902	-	40.OZ_000058-T1	casein kinase 2 regulatory subunit	g00523	98	346	1737
scaffold_1	163279	164528	-	40.OZ_000059-T1	tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like protein	g00523	98	346	1737
scaffold_1	165020	168041	-	40.OZ_000060-T1		g00179_3	98	345	692
scaffold_1	168617	171456	+	40.OZ_000061-T1		g00531	98	346	1417
scaffold_1	171595	174165	+	40.OZ_000062-T1		g00026_223	80	346	8582
scaffold_1	174173	174612	-	40.OZ_000063-T1		g03743	98	344	345
scaffold_1	174847	176893	+	40.OZ_000064-T1	mitotic spindle checkpoint protein Bub3	g00026_223	80	346	8582
scaffold_1	177104	178762	+	40.OZ_000065-T1		g00164	98	345	2131
scaffold_1	178867	181646	+	40.OZ_000066-T1		g00164	98	345	2131
scaffold_1	181706	183589	+	40.OZ_000067-T1		g03321	98	344	348
scaffold_1	183626	187056	-	40.OZ_000068-T1		g00168_2	98	345	2842
scaffold_1	189529	190183	+	40.OZ_000069-T1		g01113	98	345	948
scaffold_1	190617	192638	+	40.OZ_000070-T1		g01113	98	345	948
scaffold_1	192732	194597	+	40.OZ_000071-T1		g00074_3	70	128	128
scaffold_1	196191	197578	-	40.OZ_000073-T1		g01709_1	98	342	343
scaffold_1	198129	200148	-	40.OZ_000074-T1		g00099_2	98	343	344
scaffold_1	200498	201967	+	40.OZ_000075-T1		g02366	98	344	347
scaffold_1	202258	203863	+	40.OZ_000076-T1		g01049	98	346	1035
scaffold_1	203935	206511	+	40.OZ_000077-T1	smg-9, nonsense mediated mRNA decay factor	g01155	98	345	668
scaffold_1	206614	208594	+	40.OZ_000078-T1		g00099_3	98	345	684
scaffold_1	208590	209775	-	40.OZ_000079-T1		g00532	98	346	1693
scaffold_1	209860	211003	+	40.OZ_000080-T1		g00133_3	98	345	1029
scaffold_1	211000	213823	-	40.OZ_000081-T1		g00099_3	98	345	684
scaffold_1	213820	215799	-	40.OZ_000082-T1		g02009	98	343	343
scaffold_1	215910	216624	+	40.OZ_000083-T1	Dolichyl-diphosphooligosaccharide-protein glycosyltransferase subunit dad1	g02566	98	344	686
scaffold_1	216488	218253	-	40.OZ_000084-T1	Elongation factor 1-beta	g02566	98	344	686
scaffold_1	218481	223166	+	40.OZ_000085-T1	Coatomer subunit beta'	g00355	98	344	701
scaffold_1	223697	225971	-	40.OZ_000086-T1	transforming growth factor beta regulator 1	g00034_21	90	346	856
scaffold_1	227141	229706	+	40.OZ_000087-T1		g01642	98	344	862
scaffold_1	229850	230419	-	40.OZ_000088-T1	DNA-directed RNA polymerase III subunit RPC10	g01642	98	344	862
scaffold_1	230440	231301	+	40.OZ_000089-T1		g01642	98	344	862
scaffold_1	231333	232297	-	40.OZ_000090-T1		g00205_1	98	342	343
scaffold_1	232773	235903	-	40.OZ_000091-T1	chaperone ATPase hsp78	g00310_2	98	345	686
scaffold_1	240559	243206	+	40.OZ_000092-T1		g01208_1	98	344	383
scaffold_1	246832	249083	+	40.OZ_000093-T1		g01840	98	345	353
scaffold_1	249163	250806	+	40.OZ_000094-T1		g01277	98	345	1042
scaffold_1	251292	252259	-	40.OZ_000095-T1		g00068_4	95	338	341
scaffold_1	252837	253823	-	40.OZ_000096-T1		g01199	70	346	1778
scaffold_1	254068	255596	-	40.OZ_000097-T1	Golgi to ER traffic- protein	g01199	70	346	1778
scaffold_1	255852	256644	-	40.OZ_000098-T1	LYR motif-containing protein 5	g00920	98	345	1047
scaffold_1	256471	259344	+	40.OZ_000099-T1	Peptidyl-prolyl isomerase cwc27	g00920	98	345	1047
scaffold_1	259307	263593	-	40.OZ_000100-T1	DNA helicase rad5	g00920	98	345	1047
scaffold_1	263727	268547	-	40.OZ_000102-T1	Cullin-2	g02086	98	344	687
scaffold_1	264098	264848	+	40.OZ_000101-T1	30S ribosomal protein S12	g02086	98	344	687
scaffold_1	269402	270965	-	40.OZ_000103-T1	ferrochelatase hem15	g00032_1	98	344	345
scaffold_1	271057	273229	+	40.OZ_000104-T1		g00796	98	345	1040
scaffold_1	272970	276227	-	40.OZ_000105-T1		g00796	98	345	1040
scaffold_1	275541	280087	+	40.OZ_000106-T1	HEAT repeat-containing protein 2	g01137	98	345	352
scaffold_1	280776	286666	-	40.OZ_000107-T1		g00032_4	98	345	1700
scaffold_1	285998	289440	+	40.OZ_000108-T1	Leucine-rich repeat-containing protein 71	g00032_4	98	345	1700
scaffold_1	289472	290832	-	40.OZ_000109-T1		g00032_4	98	345	1700
scaffold_1	291062	293824	+	40.OZ_000110-T1		g01886	98	345	691
scaffold_1	293831	295626	-	40.OZ_000111-T1		g00067_11	98	345	1038
scaffold_1	296121	299355	-	40.OZ_000112-T1		g00253_2	98	345	1038
scaffold_1	299080	300769	+	40.OZ_000113-T1		g00253_2	98	345	1038
scaffold_1	301429	302761	+	40.OZ_000114-T1	ASF1 anti-silencing function 1	g00253_2	98	345	1038
scaffold_1	302867	304658	+	40.OZ_000115-T1		g00822_1	98	343	345
scaffold_1	304652	306429	-	40.OZ_000116-T1	Intraflagellar transport protein 43	g02531	98	343	345
scaffold_1	306430	307713	-	40.OZ_000117-T1	DNA-directed RNA polymerase II subunit	g00822_2	98	341	345
scaffold_1	308469	310532	+	40.OZ_000118-T1		g02404	98	344	347
