CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	7814	9600	-	33.OZ_007001-T1		g00025_19	90	345	4663
scaffold_1	10540	11486	+	33.OZ_000001-T1		g00025_21	80	339	4229
scaffold_1	12421	14337	-	33.OZ_000002-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	17172	18418	+	33.OZ_000003-T1		g01053_1	98	341	341
scaffold_1	19670	21479	+	33.OZ_000004-T1		g01027_2	98	346	695
scaffold_1	21674	24985	-	33.OZ_000005-T1		g00815_2	80	344	348
scaffold_1	25930	27555	+	33.OZ_000006-T1		g00691_1	98	346	348
scaffold_1	27624	28211	-	33.OZ_000007-T1		g04916	98	344	345
scaffold_1	28565	30451	+	33.OZ_000008-T1		g01742	98	346	1038
scaffold_1	30437	32880	+	33.OZ_000009-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	32704	34661	-	33.OZ_000010-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	34763	36439	-	33.OZ_000011-T1	sorting nexin	g03562	98	345	346
scaffold_1	37001	38611	+	33.OZ_000012-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	38645	44101	-	33.OZ_000013-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	51252	54707	-	33.OZ_000017-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	54812	55210	-	33.OZ_000018-T1		g00397	98	346	1037
scaffold_1	56930	58162	-	33.OZ_000019-T1		g00160_3	98	327	331
scaffold_1	60863	63478	+	33.OZ_000020-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	63558	67686	+	33.OZ_000021-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	68402	70867	+	33.OZ_000022-T1		g00027_15	98	345	347
scaffold_1	71629	75188	+	33.OZ_000023-T1		g00760_1	98	345	350
scaffold_1	75266	77566	+	33.OZ_000024-T1		g02137	98	346	350
scaffold_1	77560	80902	-	33.OZ_000025-T1		g00034_2	98	346	348
scaffold_1	81570	83042	-	33.OZ_000026-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	84845	86180	+	33.OZ_000027-T1		g00528	98	344	346
scaffold_1	86192	89937	-	33.OZ_000028-T1		g01711	98	346	349
scaffold_1	90035	91159	-	33.OZ_000029-T1		g01786	98	345	688
scaffold_1	91468	93680	-	33.OZ_000030-T1		g01786	98	345	688
scaffold_1	94281	94973	-	33.OZ_000031-T1		g02596	98	346	347
scaffold_1	95029	95618	-	33.OZ_000032-T1		g00017	98	346	346
scaffold_1	96249	97885	+	33.OZ_000033-T1		g00460_2	98	346	1202
scaffold_1	98323	99283	-	33.OZ_000034-T1		g02790	98	345	348
scaffold_1	99601	100466	+	33.OZ_000035-T1		g00460_2	98	346	1202
scaffold_1	100495	103414	-	33.OZ_000036-T1	ERMES complex subunit	g00460_2	98	346	1202
scaffold_1	103597	104195	-	33.OZ_000037-T1	Nuclear receptor 2C2-associated protein	g00460_2	98	346	1202
scaffold_1	104241	106268	-	33.OZ_000038-T1		g00597_2	98	346	1042
scaffold_1	106550	108128	+	33.OZ_000039-T1	Cyclin-dependent kinase 20	g02691	98	346	347
scaffold_1	108146	108805	-	33.OZ_000040-T1		g06005	98	343	344
