CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	5150	6939	-	25.OZ_007007-T1		g00025_19	90	345	4663
scaffold_1	7879	8825	+	25.OZ_000001-T1		g00025_21	80	339	4229
scaffold_1	9760	11676	-	25.OZ_000002-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	14653	15899	+	25.OZ_000003-T1		g01053_1	98	341	341
scaffold_1	17151	18954	+	25.OZ_000004-T1		g01027_2	98	346	695
scaffold_1	19149	22460	-	25.OZ_000005-T1		g00815_2	80	344	348
scaffold_1	23405	25030	+	25.OZ_000006-T1		g00691_1	98	346	348
scaffold_1	25099	25686	-	25.OZ_000007-T1		g04916	98	344	345
scaffold_1	26040	27926	+	25.OZ_000008-T1		g01742	98	346	1038
scaffold_1	27912	30355	+	25.OZ_000009-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	30179	32136	-	25.OZ_000010-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	32238	33914	-	25.OZ_000011-T1	sorting nexin	g03562	98	345	346
scaffold_1	34476	36086	+	25.OZ_000012-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	36120	41576	-	25.OZ_000013-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	48726	52181	-	25.OZ_000017-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	52286	52684	-	25.OZ_000018-T1		g00397	98	346	1037
scaffold_1	54404	55636	-	25.OZ_000019-T1		g00160_3	98	327	331
scaffold_1	58337	60952	+	25.OZ_000020-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	61032	65160	+	25.OZ_000021-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	65876	68341	+	25.OZ_000022-T1		g00027_15	98	345	347
scaffold_1	69103	72662	+	25.OZ_000023-T1		g00760_1	98	345	350
scaffold_1	72740	75040	+	25.OZ_000024-T1		g02137	98	346	350
scaffold_1	75034	78376	-	25.OZ_000025-T1		g00034_2	98	346	348
scaffold_1	79044	80516	-	25.OZ_000026-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	82319	83654	+	25.OZ_000027-T1		g00528	98	344	346
scaffold_1	83666	87411	-	25.OZ_000028-T1		g01711	98	346	349
