CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	9243	11032	-	38.OZ_007009-T1		g00025_19	90	345	4663
scaffold_1	13713	14660	+	38.OZ_000001-T1		g00025_21	80	339	4229
scaffold_1	15595	17511	-	38.OZ_000002-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	20320	21566	+	38.OZ_000003-T1		g01053_1	98	341	341
scaffold_1	22818	24627	+	38.OZ_000004-T1		g01027_2	98	346	695
scaffold_1	24822	28133	-	38.OZ_000005-T1		g00815_2	80	344	348
scaffold_1	29078	30703	+	38.OZ_000006-T1		g00691_1	98	346	348
scaffold_1	30772	31359	-	38.OZ_000007-T1		g04916	98	344	345
scaffold_1	31713	33601	+	38.OZ_000008-T1		g01742	98	346	1038
scaffold_1	33587	36030	+	38.OZ_000009-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	35854	37811	-	38.OZ_000010-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	37913	39589	-	38.OZ_000011-T1	sorting nexin	g03562	98	345	346
scaffold_1	40151	41761	+	38.OZ_000012-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	41795	47251	-	38.OZ_000013-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	54401	57856	-	38.OZ_000017-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	57961	58359	-	38.OZ_000018-T1		g00397	98	346	1037
scaffold_1	60080	61312	-	38.OZ_000019-T1		g00160_3	98	327	331
scaffold_1	64013	66628	+	38.OZ_000020-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	66708	70836	+	38.OZ_000021-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	71552	74017	+	38.OZ_000022-T1		g00027_15	98	345	347
scaffold_1	74779	78338	+	38.OZ_000023-T1		g00760_1	98	345	350
scaffold_1	78416	80716	+	38.OZ_000024-T1		g02137	98	346	350
scaffold_1	80710	84052	-	38.OZ_000025-T1		g00034_2	98	346	348
scaffold_1	84720	86192	-	38.OZ_000026-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	87995	89330	+	38.OZ_000027-T1		g00528	98	344	346
scaffold_1	89342	93087	-	38.OZ_000028-T1		g01711	98	346	349
scaffold_1	93185	94309	-	38.OZ_000029-T1		g01786	98	345	688
scaffold_1	94616	96828	-	38.OZ_000030-T1		g01786	98	345	688
scaffold_1	97427	98119	-	38.OZ_000031-T1		g02596	98	346	347
scaffold_1	98175	98764	-	38.OZ_000032-T1		g00017	98	346	346
scaffold_1	99395	101031	+	38.OZ_000033-T1		g00460_2	98	346	1202
scaffold_1	101469	102429	-	38.OZ_000034-T1		g02790	98	345	348
scaffold_1	102747	103612	+	38.OZ_000035-T1		g00460_2	98	346	1202
scaffold_1	103641	106560	-	38.OZ_000036-T1	ERMES complex subunit	g00460_2	98	346	1202
scaffold_1	106743	107341	-	38.OZ_000037-T1	Nuclear receptor 2C2-associated protein	g00460_2	98	346	1202
scaffold_1	107387	109414	-	38.OZ_000038-T1		g00597_2	98	346	1042
scaffold_1	109696	111274	+	38.OZ_000039-T1	Cyclin-dependent kinase 20	g02691	98	346	347
scaffold_1	111292	111951	-	38.OZ_000040-T1		g06005	98	343	344
scaffold_1	112050	115246	+	38.OZ_000041-T1	AdoMet-dependent rRNA methyltransferase spb1	g00027_82	98	346	676
scaffold_1	115743	117374	+	38.OZ_000042-T1		g00027_82	98	346	676
scaffold_1	117422	118779	-	38.OZ_000043-T1		g02042	98	345	346
scaffold_1	119678	123740	-	38.OZ_000044-T1		g00942	98	346	678
scaffold_1	123960	125166	-	38.OZ_000045-T1		g00942	98	346	678
scaffold_1	125459	126404	-	38.OZ_000046-T1		g01350	98	346	1045
scaffold_1	126954	129677	-	38.OZ_000047-T1	DnaJ sub C member 7	g01159	98	346	788
scaffold_1	129748	132083	+	38.OZ_000048-T1		g00573_2	98	346	1046
scaffold_1	133275	138299	-	38.OZ_000049-T1	Phosphatidylinositol 4-kinase pik1alpha (PI4-kinase)(PtdIns-4-kinase)	g00573_2	98	346	1046
scaffold_1	138277	139500	-	38.OZ_000050-T1	Ribosomal RNA small subunit methyltransferase mra1	g01257	98	345	1037
scaffold_1	139778	144265	-	38.OZ_000051-T1		g00047_5	98	345	686
scaffold_1	144617	145414	-	38.OZ_000052-T1		g00047_5	98	345	686
scaffold_1	145349	153787	+	38.OZ_000053-T1	kinase subunit of RNA polymerase II carboxy-terminal domain kinase I	g00568	98	346	1056
scaffold_1	150710	153839	-	38.OZ_000054-T1	Short integuments 2, mitochondrial	g00568	98	346	1056
scaffold_1	155273	156421	+	38.OZ_000055-T1		g00070	98	346	1251
scaffold_1	156952	158593	+	38.OZ_000056-T1	ribosome bioproteinsis protein tsr3	g00070	98	346	1251
scaffold_1	158508	159356	-	38.OZ_000057-T1		g00070	98	346	1251
scaffold_1	159502	160143	+	38.OZ_000058-T1		g00070	98	346	1251
scaffold_1	160656	162268	+	38.OZ_000059-T1		g02626	98	344	344
scaffold_1	162880	163936	-	38.OZ_000060-T1	casein kinase 2 regulatory subunit	g00523	98	346	1737
scaffold_1	164313	165562	-	38.OZ_000061-T1	tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like protein	g00523	98	346	1737
scaffold_1	166054	169075	-	38.OZ_000062-T1		g00179_3	98	345	692
scaffold_1	169651	172490	+	38.OZ_000063-T1		g00531	98	346	1417
scaffold_1	172629	175199	+	38.OZ_000064-T1		g00026_223	80	346	8582
scaffold_1	175207	175646	-	38.OZ_000065-T1		g03743	98	344	345
scaffold_1	175881	177927	+	38.OZ_000066-T1	mitotic spindle checkpoint protein Bub3	g00026_223	80	346	8582
scaffold_1	178138	179796	+	38.OZ_000067-T1		g00164	98	345	2131
scaffold_1	179901	182680	+	38.OZ_000068-T1		g00164	98	345	2131
scaffold_1	182679	184623	+	38.OZ_000069-T1		g03321	98	344	348
scaffold_1	184660	188156	-	38.OZ_000070-T1		g00168_2	98	345	2842
scaffold_1	190563	191217	+	38.OZ_000071-T1		g01113	98	345	948
scaffold_1	191651	193672	+	38.OZ_000072-T1		g01113	98	345	948
scaffold_1	193766	195631	+	38.OZ_000073-T1		g00074_3	70	128	128
scaffold_1	197225	198612	-	38.OZ_000075-T1		g01709_1	98	342	343
scaffold_1	199163	201182	-	38.OZ_000076-T1		g00099_2	98	343	344
scaffold_1	201532	203001	+	38.OZ_000077-T1		g02366	98	344	347
scaffold_1	203292	204897	+	38.OZ_000078-T1		g01049	98	346	1035
scaffold_1	205993	207545	+	38.OZ_000079-T1		g00621	98	346	1063
scaffold_1	207648	209628	+	38.OZ_000080-T1		g00099_3	98	345	684
scaffold_1	209624	210809	-	38.OZ_000081-T1		g00532	98	346	1693
scaffold_1	210894	212037	+	38.OZ_000082-T1		g00133_3	98	345	1029
