CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	9223	11012	-	46.OZ_007249-T1		g00025_19	90	345	4663
scaffold_1	12482	13189	+	46.OZ_000001-T1		g00025_19	90	345	4663
scaffold_1	14124	16040	-	46.OZ_000002-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	18849	20095	+	46.OZ_000003-T1		g01053_1	98	341	341
scaffold_1	21347	23156	+	46.OZ_000004-T1		g01027_2	98	346	695
scaffold_1	23351	26662	-	46.OZ_000005-T1		g00815_2	80	344	348
scaffold_1	27607	29232	+	46.OZ_000006-T1		g00691_1	98	346	348
scaffold_1	29301	29888	-	46.OZ_000007-T1		g04916	98	344	345
scaffold_1	30241	32230	+	46.OZ_000008-T1		g01742	98	346	1038
scaffold_1	32116	34559	+	46.OZ_000009-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	34383	36340	-	46.OZ_000010-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	36442	38118	-	46.OZ_000011-T1	sorting nexin	g03562	98	345	346
scaffold_1	38680	40290	+	46.OZ_000012-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	40324	45780	-	46.OZ_000013-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	52930	56385	-	46.OZ_000017-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	56490	56888	-	46.OZ_000018-T1		g00397	98	346	1037
scaffold_1	58609	59841	-	46.OZ_000019-T1		g00160_3	98	327	331
scaffold_1	62542	65157	+	46.OZ_000020-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	65237	69365	+	46.OZ_000021-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	70081	72546	+	46.OZ_000022-T1		g00027_15	98	345	347
scaffold_1	73308	76867	+	46.OZ_000023-T1		g00760_1	98	345	350
scaffold_1	76945	79245	+	46.OZ_000024-T1		g02137	98	346	350
scaffold_1	79239	82581	-	46.OZ_000025-T1		g00034_2	98	346	348
scaffold_1	83249	84721	-	46.OZ_000026-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	86524	87859	+	46.OZ_000027-T1		g00528	98	344	346
scaffold_1	87871	91616	-	46.OZ_000028-T1		g01711	98	346	349
scaffold_1	91714	92838	-	46.OZ_000029-T1		g01786	98	345	688
scaffold_1	93145	95357	-	46.OZ_000030-T1		g01786	98	345	688
scaffold_1	95956	96648	-	46.OZ_000031-T1		g02596	98	346	347
scaffold_1	96704	97293	-	46.OZ_000032-T1		g00017	98	346	346
scaffold_1	97924	99560	+	46.OZ_000033-T1		g00460_2	98	346	1202
scaffold_1	99998	100958	-	46.OZ_000034-T1		g02790	98	345	348
scaffold_1	101276	102141	+	46.OZ_000035-T1		g00460_2	98	346	1202
