CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	3954	5643	-	18.OZ_000001-T1		g00025_15	98	346	9872
scaffold_1	6580	8369	-	18.OZ_006961-T1		g00025_19	90	345	4663
scaffold_1	10589	11535	+	18.OZ_000002-T1		g00025_21	80	339	4229
scaffold_1	12470	14386	-	18.OZ_000003-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	17175	18421	+	18.OZ_000004-T1		g01053_1	98	341	341
scaffold_1	19673	21476	+	18.OZ_000005-T1		g01027_2	98	346	695
scaffold_1	21671	24982	-	18.OZ_000006-T1		g00815_2	80	344	348
scaffold_1	25927	27552	+	18.OZ_000007-T1		g00691_1	98	346	348
scaffold_1	27621	28208	-	18.OZ_000008-T1		g04916	98	344	345
scaffold_1	28562	30448	+	18.OZ_000009-T1		g01742	98	346	1038
scaffold_1	30434	32877	+	18.OZ_000010-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	32701	34658	-	18.OZ_000011-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	34760	36436	-	18.OZ_000012-T1	sorting nexin	g03562	98	345	346
scaffold_1	36998	38608	+	18.OZ_000013-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	38642	44098	-	18.OZ_000014-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	51249	54704	-	18.OZ_000018-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	54809	55207	-	18.OZ_000019-T1		g00397	98	346	1037
scaffold_1	56925	58157	-	18.OZ_000020-T1		g00160_3	98	327	331
scaffold_1	60858	63473	+	18.OZ_000021-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	63553	67681	+	18.OZ_000022-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	68397	70862	+	18.OZ_000023-T1		g00027_15	98	345	347
scaffold_1	71624	75183	+	18.OZ_000024-T1		g00760_1	98	345	350
scaffold_1	75261	77561	+	18.OZ_000025-T1		g02137	98	346	350
scaffold_1	77555	80897	-	18.OZ_000026-T1		g00034_2	98	346	348
scaffold_1	81565	83037	-	18.OZ_000027-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	84840	86175	+	18.OZ_000028-T1		g00528	98	344	346
scaffold_1	86187	89932	-	18.OZ_000029-T1		g01711	98	346	349
scaffold_1	90030	91154	-	18.OZ_000030-T1		g01786	98	345	688
scaffold_1	91463	93675	-	18.OZ_000031-T1		g01786	98	345	688
scaffold_1	94276	94968	-	18.OZ_000032-T1		g02596	98	346	347
scaffold_1	95024	95614	-	18.OZ_000033-T1		g00017	98	346	346
scaffold_1	96266	97806	+	18.OZ_000034-T1		g00460_2	98	346	1202
scaffold_1	98343	99303	-	18.OZ_000035-T1		g02790	98	345	348
scaffold_1	99621	100486	+	18.OZ_000036-T1		g00460_2	98	346	1202
scaffold_1	100397	104265	-	18.OZ_000037-T1	ERMES complex subunit	g00460_2	98	346	1202
scaffold_1	103617	106288	-	18.OZ_000038-T1	Nuclear receptor 2C2-associated protein	g00597_2	98	346	1042
scaffold_1	106570	108148	+	18.OZ_000039-T1	Cyclin-dependent kinase 20	g02691	98	346	347
scaffold_1	108166	108825	-	18.OZ_000040-T1		g06005	98	343	344
scaffold_1	108924	112120	+	18.OZ_000041-T1	AdoMet-dependent rRNA methyltransferase spb1	g00027_82	98	346	676
scaffold_1	112617	114248	+	18.OZ_000042-T1		g00027_82	98	346	676
scaffold_1	114296	115653	-	18.OZ_000043-T1		g02042	98	345	346
scaffold_1	116552	120605	-	18.OZ_000044-T1		g00942	98	346	678
scaffold_1	120825	122031	-	18.OZ_000045-T1		g00942	98	346	678
scaffold_1	122324	123209	-	18.OZ_000046-T1		g01350	98	346	1045
scaffold_1	123898	125789	-	18.OZ_000047-T1	DnaJ sub C member 7	g01159	98	346	788
scaffold_1	125954	126507	-	18.OZ_000048-T1		g01159	98	346	788
scaffold_1	126613	128948	+	18.OZ_000049-T1		g00573_2	98	346	1046
scaffold_1	130127	135151	-	18.OZ_000050-T1	Phosphatidylinositol 4-kinase pik1alpha (PI4-kinase)(PtdIns-4-kinase)	g00573_2	98	346	1046
