CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	10272	12061	-	23.OZ_006908-T1		g00025_19	90	345	4663
scaffold_1	13520	14467	+	23.OZ_000001-T1		g00025_21	80	339	4229
scaffold_1	15402	17318	-	23.OZ_000002-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	20127	21373	+	23.OZ_000003-T1		g01053_1	98	341	341
scaffold_1	22625	24434	+	23.OZ_000004-T1		g01027_2	98	346	695
scaffold_1	24629	27940	-	23.OZ_000005-T1		g00815_2	80	344	348
scaffold_1	28885	30510	+	23.OZ_000006-T1		g00691_1	98	346	348
scaffold_1	30579	31166	-	23.OZ_000007-T1		g04916	98	344	345
scaffold_1	31519	33508	+	23.OZ_000008-T1		g01742	98	346	1038
scaffold_1	33394	35837	+	23.OZ_000009-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	35661	37618	-	23.OZ_000010-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	37720	39396	-	23.OZ_000011-T1	sorting nexin	g03562	98	345	346
scaffold_1	39958	41568	+	23.OZ_000012-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	41602	47058	-	23.OZ_000013-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	54208	57663	-	23.OZ_000017-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	57768	58166	-	23.OZ_000018-T1		g00397	98	346	1037
scaffold_1	59887	61119	-	23.OZ_000019-T1		g00160_3	98	327	331
scaffold_1	63820	66435	+	23.OZ_000020-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	66515	70643	+	23.OZ_000021-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	71359	73824	+	23.OZ_000022-T1		g00027_15	98	345	347
scaffold_1	74586	78145	+	23.OZ_000023-T1		g00760_1	98	345	350
scaffold_1	78223	80523	+	23.OZ_000024-T1		g02137	98	346	350
