CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	8545	10334	-	20.OZ_006914-T1		g00025_19	90	345	4663
scaffold_1	11792	12738	+	20.OZ_000001-T1		g00025_21	80	339	4229
scaffold_1	13673	15589	-	20.OZ_000002-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	18378	19624	+	20.OZ_000003-T1		g01053_1	98	341	341
scaffold_1	20876	22679	+	20.OZ_000004-T1		g01027_2	98	346	695
scaffold_1	22874	26185	-	20.OZ_000005-T1		g00815_2	80	344	348
scaffold_1	27130	28755	+	20.OZ_000006-T1		g00691_1	98	346	348
scaffold_1	28824	29411	-	20.OZ_000007-T1		g04916	98	344	345
scaffold_1	29765	31651	+	20.OZ_000008-T1		g01742	98	346	1038
scaffold_1	31637	34080	+	20.OZ_000009-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	33904	35861	-	20.OZ_000010-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	35963	37639	-	20.OZ_000011-T1	sorting nexin	g03562	98	345	346
scaffold_1	38201	39811	+	20.OZ_000012-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	39845	45301	-	20.OZ_000013-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	52452	55907	-	20.OZ_000017-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	56012	56410	-	20.OZ_000018-T1		g00397	98	346	1037
scaffold_1	58128	59360	-	20.OZ_000019-T1		g00160_3	98	327	331
scaffold_1	62061	64676	+	20.OZ_000020-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	64756	68884	+	20.OZ_000021-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	69600	72065	+	20.OZ_000022-T1		g00027_15	98	345	347
scaffold_1	72827	76386	+	20.OZ_000023-T1		g00760_1	98	345	350
scaffold_1	76464	78764	+	20.OZ_000024-T1		g02137	98	346	350
scaffold_1	78758	82100	-	20.OZ_000025-T1		g00034_2	98	346	348
scaffold_1	82768	84240	-	20.OZ_000026-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	86043	87378	+	20.OZ_000027-T1		g00528	98	344	346
scaffold_1	87390	91135	-	20.OZ_000028-T1		g01711	98	346	349
scaffold_1	91233	92357	-	20.OZ_000029-T1		g01786	98	345	688
scaffold_1	92666	94878	-	20.OZ_000030-T1		g01786	98	345	688
scaffold_1	95479	96171	-	20.OZ_000031-T1		g02596	98	346	347
scaffold_1	96227	96817	-	20.OZ_000032-T1		g00017	98	346	346
scaffold_1	97469	99009	+	20.OZ_000033-T1		g00460_2	98	346	1202
scaffold_1	99546	100506	-	20.OZ_000034-T1		g02790	98	345	348
scaffold_1	100824	101689	+	20.OZ_000035-T1		g00460_2	98	346	1202
scaffold_1	101600	105468	-	20.OZ_000036-T1	ERMES complex subunit	g00460_2	98	346	1202
scaffold_1	104820	107491	-	20.OZ_000037-T1	Nuclear receptor 2C2-associated protein	g00597_2	98	346	1042
scaffold_1	107773	109351	+	20.OZ_000038-T1	Cyclin-dependent kinase 20	g02691	98	346	347
scaffold_1	109369	110028	-	20.OZ_000039-T1		g06005	98	343	344
scaffold_1	110127	113323	+	20.OZ_000040-T1	AdoMet-dependent rRNA methyltransferase spb1	g00027_82	98	346	676
scaffold_1	113820	115451	+	20.OZ_000041-T1		g00027_82	98	346	676
scaffold_1	115499	116856	-	20.OZ_000042-T1		g02042	98	345	346
scaffold_1	117755	121808	-	20.OZ_000043-T1		g00942	98	346	678
scaffold_1	122028	123234	-	20.OZ_000044-T1		g00942	98	346	678
scaffold_1	123527	124412	-	20.OZ_000045-T1		g01350	98	346	1045
scaffold_1	125022	127745	-	20.OZ_000046-T1	DnaJ sub C member 7	g01159	98	346	788
scaffold_1	127816	130151	+	20.OZ_000047-T1		g00573_2	98	346	1046
scaffold_1	131330	136354	-	20.OZ_000048-T1	Phosphatidylinositol 4-kinase pik1alpha (PI4-kinase)(PtdIns-4-kinase)	g00573_2	98	346	1046
scaffold_1	136332	137555	-	20.OZ_000049-T1	Ribosomal RNA small subunit methyltransferase mra1	g01257	98	345	1037
scaffold_1	137833	142320	-	20.OZ_000050-T1		g00047_5	98	345	686
scaffold_1	142672	143469	-	20.OZ_000051-T1		g00047_5	98	345	686
scaffold_1	143404	151842	+	20.OZ_000052-T1	kinase subunit of RNA polymerase II carboxy-terminal domain kinase I	g00568	98	346	1056
scaffold_1	148765	151894	-	20.OZ_000053-T1	GTP binding protein	g00568	98	346	1056
scaffold_1	153327	154463	+	20.OZ_000054-T1		g00070	98	346	1251
scaffold_1	154994	156635	+	20.OZ_000055-T1	ribosome bioproteinsis protein tsr3	g00070	98	346	1251
scaffold_1	156550	157398	-	20.OZ_000056-T1		g00070	98	346	1251
scaffold_1	157544	158336	+	20.OZ_000057-T1		g00070	98	346	1251
scaffold_1	158849	160461	+	20.OZ_000058-T1		g02626	98	344	344
scaffold_1	161073	162128	-	20.OZ_000059-T1	casein kinase 2 regulatory subunit	g00523	98	346	1737
scaffold_1	162505	163754	-	20.OZ_000060-T1	tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like protein	g00523	98	346	1737
scaffold_1	164247	167265	-	20.OZ_000061-T1		g00179_3	98	345	692
scaffold_1	167841	170680	+	20.OZ_000062-T1		g00531	98	346	1417
scaffold_1	170819	173388	+	20.OZ_000063-T1		g00026_223	80	346	8582
scaffold_1	173396	173835	-	20.OZ_000064-T1		g03743	98	344	345
scaffold_1	174070	176115	+	20.OZ_000065-T1	mitotic spindle checkpoint protein Bub3	g00026_223	80	346	8582
scaffold_1	176326	177995	+	20.OZ_000066-T1		g00164	98	345	2131
scaffold_1	178505	180878	+	20.OZ_000067-T1		g01374	98	345	512
scaffold_1	180938	182821	+	20.OZ_000068-T1		g03321	98	344	348
scaffold_1	182858	186288	-	20.OZ_000069-T1		g00168_2	98	345	2842
scaffold_1	188712	189413	-	20.OZ_000070-T1		g01113	98	345	948
scaffold_1	189855	191876	+	20.OZ_000071-T1		g01113	98	345	948
scaffold_1	191970	193835	+	20.OZ_000072-T1		g01709_2	95	134	134
scaffold_1	195369	196756	-	20.OZ_000074-T1		g01709_1	98	342	343
scaffold_1	197307	199326	-	20.OZ_000075-T1		g00099_2	98	343	344
