CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	10496	12285	-	30.OZ_007046-T1		g00025_19	90	345	4663
scaffold_1	12987	13933	+	30.OZ_000001-T1		g00025_21	80	339	4229
scaffold_1	14868	16784	-	30.OZ_000002-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	19573	20819	+	30.OZ_000003-T1		g01053_1	98	341	341
scaffold_1	22071	23874	+	30.OZ_000004-T1		g01027_2	98	346	695
scaffold_1	24069	27380	-	30.OZ_000005-T1		g00815_2	80	344	348
scaffold_1	28325	29950	+	30.OZ_000006-T1		g00691_1	98	346	348
scaffold_1	30019	30606	-	30.OZ_000007-T1		g04916	98	344	345
scaffold_1	30960	32846	+	30.OZ_000008-T1		g01742	98	346	1038
scaffold_1	32832	35275	+	30.OZ_000009-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	35099	37056	-	30.OZ_000010-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	37158	38834	-	30.OZ_000011-T1	sorting nexin	g03562	98	345	346
scaffold_1	39396	41006	+	30.OZ_000012-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	41040	46496	-	30.OZ_000013-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	53647	57102	-	30.OZ_000017-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	57207	57605	-	30.OZ_000018-T1		g00397	98	346	1037
scaffold_1	59323	60555	-	30.OZ_000019-T1		g00160_3	98	327	331
scaffold_1	63256	65871	+	30.OZ_000020-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	65951	70079	+	30.OZ_000021-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	70795	73260	+	30.OZ_000022-T1		g00027_15	98	345	347
scaffold_1	74022	77581	+	30.OZ_000023-T1		g00760_1	98	345	350
scaffold_1	77659	79959	+	30.OZ_000024-T1		g02137	98	346	350
scaffold_1	79953	83295	-	30.OZ_000025-T1		g00034_2	98	346	348
scaffold_1	83963	85435	-	30.OZ_000026-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	87238	88573	+	30.OZ_000027-T1		g00528	98	344	346
scaffold_1	88585	92330	-	30.OZ_000028-T1		g01711	98	346	349
scaffold_1	92428	93552	-	30.OZ_000029-T1		g01786	98	345	688
scaffold_1	93861	96073	-	30.OZ_000030-T1		g01786	98	345	688
scaffold_1	96674	97366	-	30.OZ_000031-T1		g02596	98	346	347
scaffold_1	97422	98012	-	30.OZ_000032-T1		g00017	98	346	346
scaffold_1	98664	100204	+	30.OZ_000033-T1		g00460_2	98	346	1202
scaffold_1	100741	101701	-	30.OZ_000034-T1		g02790	98	345	348
scaffold_1	102019	102884	+	30.OZ_000035-T1		g00460_2	98	346	1202
scaffold_1	102913	105832	-	30.OZ_000036-T1	ERMES complex subunit	g00460_2	98	346	1202
scaffold_1	106015	106613	-	30.OZ_000037-T1	Nuclear receptor 2C2-associated protein	g00460_2	98	346	1202
scaffold_1	106659	108686	-	30.OZ_000038-T1		g00597_2	98	346	1042
scaffold_1	108968	110546	+	30.OZ_000039-T1	Cyclin-dependent kinase 20	g02691	98	346	347
scaffold_1	110564	111223	-	30.OZ_000040-T1		g06005	98	343	344
scaffold_1	111322	114518	+	30.OZ_000041-T1	AdoMet-dependent rRNA methyltransferase spb1	g00027_82	98	346	676
scaffold_1	115015	116646	+	30.OZ_000042-T1		g00027_82	98	346	676
scaffold_1	116694	118051	-	30.OZ_000043-T1		g02042	98	345	346
scaffold_1	118950	123003	-	30.OZ_000044-T1		g00942	98	346	678
scaffold_1	123223	124429	-	30.OZ_000045-T1		g00942	98	346	678
scaffold_1	124722	125667	-	30.OZ_000046-T1		g01350	98	346	1045
scaffold_1	126217	128940	-	30.OZ_000047-T1	DnaJ sub C member 7	g01159	98	346	788
scaffold_1	129011	131346	+	30.OZ_000048-T1		g00573_2	98	346	1046
scaffold_1	132525	137549	-	30.OZ_000049-T1	Phosphatidylinositol 4-kinase pik1alpha (PI4-kinase)(PtdIns-4-kinase)	g00573_2	98	346	1046
scaffold_1	137527	138750	-	30.OZ_000050-T1	Ribosomal RNA small subunit methyltransferase mra1	g01257	98	345	1037
scaffold_1	139028	143515	-	30.OZ_000051-T1		g00047_5	98	345	686
scaffold_1	143867	144664	-	30.OZ_000052-T1		g00047_5	98	345	686
