CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	9264	11053	-	11.OZ_007022-T1		g00025_19	90	345	4663
scaffold_1	12367	13314	+	11.OZ_000001-T1		g00025_21	80	339	4229
scaffold_1	14249	16165	-	11.OZ_000002-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	18974	20220	+	11.OZ_000003-T1		g01053_1	98	341	341
scaffold_1	21472	23281	+	11.OZ_000004-T1		g01027_2	98	346	695
scaffold_1	23476	26787	-	11.OZ_000005-T1		g00815_2	80	344	348
scaffold_1	27732	29357	+	11.OZ_000006-T1		g00691_1	98	346	348
scaffold_1	29426	30013	-	11.OZ_000007-T1		g04916	98	344	345
scaffold_1	30367	32255	+	11.OZ_000008-T1		g01742	98	346	1038
scaffold_1	32241	34684	+	11.OZ_000009-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	34508	36465	-	11.OZ_000010-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	36567	38243	-	11.OZ_000011-T1	sorting nexin	g03562	98	345	346
scaffold_1	38805	40415	+	11.OZ_000012-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	40449	45905	-	11.OZ_000013-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	53055	56510	-	11.OZ_000017-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	56615	57013	-	11.OZ_000018-T1		g00397	98	346	1037
scaffold_1	58734	59966	-	11.OZ_000019-T1		g00160_3	98	327	331
scaffold_1	62667	65282	+	11.OZ_000020-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	65362	69490	+	11.OZ_000021-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	70206	72671	+	11.OZ_000022-T1		g00027_15	98	345	347
scaffold_1	73433	76992	+	11.OZ_000023-T1		g00760_1	98	345	350
scaffold_1	77070	79370	+	11.OZ_000024-T1		g02137	98	346	350
scaffold_1	79364	82706	-	11.OZ_000025-T1		g00034_2	98	346	348
scaffold_1	83374	84846	-	11.OZ_000026-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	86649	87984	+	11.OZ_000027-T1		g00528	98	344	346
scaffold_1	87996	91741	-	11.OZ_000028-T1		g01711	98	346	349
scaffold_1	91839	92963	-	11.OZ_000029-T1		g01786	98	345	688
scaffold_1	93270	95482	-	11.OZ_000030-T1		g01786	98	345	688
scaffold_1	96081	96773	-	11.OZ_000031-T1		g02596	98	346	347
scaffold_1	96829	97418	-	11.OZ_000032-T1		g00017	98	346	346
scaffold_1	98049	99685	+	11.OZ_000033-T1		g00460_2	98	346	1202
scaffold_1	100123	101083	-	11.OZ_000034-T1		g02790	98	345	348
scaffold_1	101401	102266	+	11.OZ_000035-T1		g00460_2	98	346	1202
scaffold_1	102295	105214	-	11.OZ_000036-T1	ERMES complex subunit	g00460_2	98	346	1202
scaffold_1	105397	105995	-	11.OZ_000037-T1	Nuclear receptor 2C2-associated protein	g00460_2	98	346	1202
scaffold_1	106041	108068	-	11.OZ_000038-T1		g00597_2	98	346	1042
scaffold_1	108350	109928	+	11.OZ_000039-T1	Cyclin-dependent kinase 20	g02691	98	346	347
scaffold_1	109946	110605	-	11.OZ_000040-T1		g06005	98	343	344
scaffold_1	110704	113900	+	11.OZ_000041-T1	AdoMet-dependent rRNA methyltransferase spb1	g00027_82	98	346	676
scaffold_1	114397	116028	+	11.OZ_000042-T1		g00027_82	98	346	676
scaffold_1	116076	117433	-	11.OZ_000043-T1		g02042	98	345	346
scaffold_1	118332	122394	-	11.OZ_000044-T1		g00942	98	346	678
scaffold_1	122614	123820	-	11.OZ_000045-T1		g00942	98	346	678
scaffold_1	124113	125058	-	11.OZ_000046-T1		g01350	98	346	1045
scaffold_1	125608	128331	-	11.OZ_000047-T1	DnaJ sub C member 7	g01159	98	346	788
scaffold_1	128402	130737	+	11.OZ_000048-T1		g00573_2	98	346	1046
scaffold_1	131929	136953	-	11.OZ_000049-T1	Phosphatidylinositol 4-kinase pik1alpha (PI4-kinase)(PtdIns-4-kinase)	g00573_2	98	346	1046
scaffold_1	136931	138154	-	11.OZ_000050-T1	Ribosomal RNA small subunit methyltransferase mra1	g01257	98	345	1037
scaffold_1	138432	142919	-	11.OZ_000051-T1		g00047_5	98	345	686
scaffold_1	143271	144068	-	11.OZ_000052-T1		g00047_5	98	345	686
scaffold_1	144003	152441	+	11.OZ_000053-T1	kinase subunit of RNA polymerase II carboxy-terminal domain kinase I	g00568	98	346	1056
scaffold_1	149364	152493	-	11.OZ_000054-T1	GTP binding protein	g00568	98	346	1056
scaffold_1	153927	155075	+	11.OZ_000055-T1		g00070	98	346	1251
scaffold_1	155606	157247	+	11.OZ_000056-T1	ribosome bioproteinsis protein tsr3	g00070	98	346	1251
scaffold_1	157162	158010	-	11.OZ_000057-T1		g00070	98	346	1251
scaffold_1	159377	160989	+	11.OZ_000058-T1		g02626	98	344	344
scaffold_1	161601	162657	-	11.OZ_000059-T1	casein kinase 2 regulatory subunit	g00523	98	346	1737
scaffold_1	163034	164283	-	11.OZ_000060-T1	tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like protein	g00523	98	346	1737
scaffold_1	164775	167796	-	11.OZ_000061-T1		g00179_3	98	345	692
scaffold_1	168372	171211	+	11.OZ_000062-T1		g00531	98	346	1417
scaffold_1	171350	173920	+	11.OZ_000063-T1		g00026_223	80	346	8582
scaffold_1	173928	174367	-	11.OZ_000064-T1		g03743	98	344	345
scaffold_1	174602	176648	+	11.OZ_000065-T1	mitotic spindle checkpoint protein Bub3	g00026_223	80	346	8582
scaffold_1	176859	178517	+	11.OZ_000066-T1		g00164	98	345	2131
scaffold_1	178622	181401	+	11.OZ_000067-T1		g00164	98	345	2131
scaffold_1	181400	183344	+	11.OZ_000068-T1		g03321	98	344	348
scaffold_1	183381	186877	-	11.OZ_000069-T1		g00168_2	98	345	2842
scaffold_1	189284	189938	+	11.OZ_000070-T1		g01113	98	345	948
scaffold_1	190372	192393	+	11.OZ_000071-T1		g01113	98	345	948
scaffold_1	192487	194352	+	11.OZ_000072-T1		g00074_3	70	128	128
scaffold_1	195946	197333	-	11.OZ_000074-T1		g01709_1	98	342	343
scaffold_1	197884	199903	-	11.OZ_000075-T1		g00099_2	98	343	344
scaffold_1	200253	201722	+	11.OZ_000076-T1		g02366	98	344	347
scaffold_1	202013	203618	+	11.OZ_000077-T1		g01049	98	346	1035
scaffold_1	204714	206266	+	11.OZ_000078-T1		g00621	98	346	1063
scaffold_1	206369	208349	+	11.OZ_000079-T1		g00099_3	98	345	684
scaffold_1	208345	209530	-	11.OZ_000080-T1		g00532	98	346	1693
scaffold_1	209615	210758	+	11.OZ_000081-T1		g00133_3	98	345	1029
scaffold_1	210755	213578	-	11.OZ_000082-T1		g00099_3	98	345	684
scaffold_1	213575	215554	-	11.OZ_000083-T1		g02009	98	343	343
scaffold_1	215665	216379	+	11.OZ_000084-T1	Dolichyl-diphosphooligosaccharide-protein glycosyltransferase subunit dad1	g02566	98	344	686
scaffold_1	216243	218008	-	11.OZ_000085-T1	Elongation factor 1-beta	g02566	98	344	686
scaffold_1	218236	222921	+	11.OZ_000086-T1	Coatomer subunit beta'	g00355	98	344	701
scaffold_1	223452	225726	-	11.OZ_000087-T1	transforming growth factor beta regulator 1	g00034_21	90	346	856
