CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	10264	12053	-	12.OZ_007035-T1		g00025_19	90	345	4663
scaffold_1	12993	13939	+	12.OZ_000001-T1		g00025_21	80	339	4229
scaffold_1	14874	16790	-	12.OZ_000002-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	19579	20825	+	12.OZ_000003-T1		g01053_1	98	341	341
scaffold_1	22077	23880	+	12.OZ_000004-T1		g01027_2	98	346	695
scaffold_1	24075	27386	-	12.OZ_000005-T1		g00815_2	80	344	348
scaffold_1	28331	29956	+	12.OZ_000006-T1		g00691_1	98	346	348
scaffold_1	30025	30612	-	12.OZ_000007-T1		g04916	98	344	345
scaffold_1	30966	32852	+	12.OZ_000008-T1		g01742	98	346	1038
scaffold_1	32838	35281	+	12.OZ_000009-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	35105	37062	-	12.OZ_000010-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	37164	38840	-	12.OZ_000011-T1	sorting nexin	g03562	98	345	346
scaffold_1	39402	41012	+	12.OZ_000012-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	41046	46502	-	12.OZ_000013-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	53653	57108	-	12.OZ_000017-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	57213	57611	-	12.OZ_000018-T1		g00397	98	346	1037
scaffold_1	59329	60561	-	12.OZ_000019-T1		g00160_3	98	327	331
scaffold_1	63262	65877	+	12.OZ_000020-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	65957	70085	+	12.OZ_000021-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	70801	73266	+	12.OZ_000022-T1		g00027_15	98	345	347
scaffold_1	74028	77587	+	12.OZ_000023-T1		g00760_1	98	345	350
scaffold_1	77665	79965	+	12.OZ_000024-T1		g02137	98	346	350
scaffold_1	79959	83301	-	12.OZ_000025-T1		g00034_2	98	346	348
scaffold_1	83969	85441	-	12.OZ_000026-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	87244	88579	+	12.OZ_000027-T1		g00528	98	344	346
scaffold_1	88591	92336	-	12.OZ_000028-T1		g01711	98	346	349
scaffold_1	92434	93558	-	12.OZ_000029-T1		g01786	98	345	688
scaffold_1	93867	96079	-	12.OZ_000030-T1		g01786	98	345	688
scaffold_1	96680	97372	-	12.OZ_000031-T1		g02596	98	346	347
scaffold_1	97428	98018	-	12.OZ_000032-T1		g00017	98	346	346
scaffold_1	98670	100210	+	12.OZ_000033-T1		g00460_2	98	346	1202
scaffold_1	100747	101707	-	12.OZ_000034-T1		g02790	98	345	348
scaffold_1	102025	102890	+	12.OZ_000035-T1		g00460_2	98	346	1202
scaffold_1	102919	105838	-	12.OZ_000036-T1	ERMES complex subunit	g00460_2	98	346	1202
scaffold_1	106021	106619	-	12.OZ_000037-T1	Nuclear receptor 2C2-associated protein	g00460_2	98	346	1202
scaffold_1	106665	108692	-	12.OZ_000038-T1		g00597_2	98	346	1042
scaffold_1	108974	110552	+	12.OZ_000039-T1	Cyclin-dependent kinase 20	g02691	98	346	347
scaffold_1	110570	111229	-	12.OZ_000040-T1		g06005	98	343	344
scaffold_1	111328	114524	+	12.OZ_000041-T1	AdoMet-dependent rRNA methyltransferase spb1	g00027_82	98	346	676
scaffold_1	115021	116652	+	12.OZ_000042-T1		g00027_82	98	346	676
scaffold_1	116700	118057	-	12.OZ_000043-T1		g02042	98	345	346
scaffold_1	118956	123009	-	12.OZ_000044-T1		g00942	98	346	678
scaffold_1	123229	124435	-	12.OZ_000045-T1		g00942	98	346	678
scaffold_1	124728	125673	-	12.OZ_000046-T1		g01350	98	346	1045
scaffold_1	126223	128946	-	12.OZ_000047-T1	DnaJ sub C member 7	g01159	98	346	788
