CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	9947	11736	-	03.OZ_006883-T1		g00025_19	90	345	4663
scaffold_1	14418	15365	+	03.OZ_000001-T1		g00025_21	80	339	4229
scaffold_1	16302	18218	-	03.OZ_000002-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	21027	22273	+	03.OZ_000003-T1		g01053_1	98	341	341
scaffold_1	23525	25334	+	03.OZ_000004-T1		g01027_2	98	346	695
scaffold_1	25529	28840	-	03.OZ_000005-T1		g00815_2	80	344	348
scaffold_1	29785	31410	+	03.OZ_000006-T1		g00691_1	98	346	348
scaffold_1	31479	32066	-	03.OZ_000007-T1		g04916	98	344	345
scaffold_1	32420	34308	+	03.OZ_000008-T1		g01742	98	346	1038
scaffold_1	34294	36737	+	03.OZ_000009-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	36561	38518	-	03.OZ_000010-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	38620	40296	-	03.OZ_000011-T1	sorting nexin	g03562	98	345	346
scaffold_1	40858	42468	+	03.OZ_000012-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	42502	47958	-	03.OZ_000013-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	55108	58563	-	03.OZ_000017-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	58668	59066	-	03.OZ_000018-T1		g00397	98	346	1037
scaffold_1	60787	62019	-	03.OZ_000019-T1		g00160_3	98	327	331
scaffold_1	64720	67335	+	03.OZ_000020-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	67415	71543	+	03.OZ_000021-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	72259	74724	+	03.OZ_000022-T1		g00027_15	98	345	347
scaffold_1	75486	79045	+	03.OZ_000023-T1		g00760_1	98	345	350
scaffold_1	79123	81423	+	03.OZ_000024-T1		g02137	98	346	350
scaffold_1	81417	84759	-	03.OZ_000025-T1		g00034_2	98	346	348
scaffold_1	85427	86899	-	03.OZ_000026-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	88702	90037	+	03.OZ_000027-T1		g00528	98	344	346
scaffold_1	90049	93794	-	03.OZ_000028-T1		g01711	98	346	349
scaffold_1	93892	95016	-	03.OZ_000029-T1		g01786	98	345	688
scaffold_1	95323	97535	-	03.OZ_000030-T1		g01786	98	345	688
scaffold_1	98134	98826	-	03.OZ_000031-T1		g02596	98	346	347
scaffold_1	98882	99471	-	03.OZ_000032-T1		g00017	98	346	346
scaffold_1	100102	101738	+	03.OZ_000033-T1		g00460_2	98	346	1202
scaffold_1	102176	103136	-	03.OZ_000034-T1		g02790	98	345	348
scaffold_1	103454	104319	+	03.OZ_000035-T1		g00460_2	98	346	1202
scaffold_1	104230	108098	-	03.OZ_000036-T1	ERMES complex subunit	g00460_2	98	346	1202
scaffold_1	107450	110121	-	03.OZ_000037-T1	Nuclear receptor 2C2-associated protein	g00597_2	98	346	1042
scaffold_1	110403	111981	+	03.OZ_000038-T1	Cyclin-dependent kinase 20	g02691	98	346	347
scaffold_1	111999	112658	-	03.OZ_000039-T1		g06005	98	343	344
scaffold_1	112757	115953	+	03.OZ_000040-T1	AdoMet-dependent rRNA methyltransferase spb1	g00027_82	98	346	676
scaffold_1	116450	118081	+	03.OZ_000041-T1		g00027_82	98	346	676
scaffold_1	118129	119486	-	03.OZ_000042-T1		g02042	98	345	346
scaffold_1	120385	124447	-	03.OZ_000043-T1		g00942	98	346	678
scaffold_1	124667	125873	-	03.OZ_000044-T1		g00942	98	346	678
scaffold_1	126166	127051	-	03.OZ_000045-T1		g01350	98	346	1045
scaffold_1	127661	130384	-	03.OZ_000046-T1	DnaJ sub C member 7	g01159	98	346	788
scaffold_1	130455	132790	+	03.OZ_000047-T1		g00573_2	98	346	1046
scaffold_1	133982	139006	-	03.OZ_000048-T1	Phosphatidylinositol 4-kinase pik1alpha (PI4-kinase)(PtdIns-4-kinase)	g00573_2	98	346	1046
scaffold_1	138984	140207	-	03.OZ_000049-T1	Ribosomal RNA small subunit methyltransferase mra1	g01257	98	345	1037
scaffold_1	140485	144972	-	03.OZ_000050-T1		g00047_5	98	345	686
scaffold_1	145324	146121	-	03.OZ_000051-T1		g00047_5	98	345	686
scaffold_1	146056	154494	+	03.OZ_000052-T1	kinase subunit of RNA polymerase II carboxy-terminal domain kinase I	g00568	98	346	1056
scaffold_1	151417	154546	-	03.OZ_000053-T1	GTP binding protein	g00568	98	346	1056
scaffold_1	155980	157128	+	03.OZ_000054-T1		g00070	98	346	1251
scaffold_1	157659	159300	+	03.OZ_000055-T1	ribosome bioproteinsis protein tsr3	g00070	98	346	1251
scaffold_1	159215	160063	-	03.OZ_000056-T1		g00070	98	346	1251
scaffold_1	160209	160848	+	03.OZ_000057-T1		g00070	98	346	1251
scaffold_1	161363	162975	+	03.OZ_000058-T1		g02626	98	344	344
scaffold_1	163587	164643	-	03.OZ_000059-T1	casein kinase 2 regulatory subunit	g00523	98	346	1737
scaffold_1	165020	166269	-	03.OZ_000060-T1	tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like protein	g00523	98	346	1737
scaffold_1	166761	169782	-	03.OZ_000061-T1		g00179_3	98	345	692
scaffold_1	170358	173197	+	03.OZ_000062-T1		g00531	98	346	1417
scaffold_1	173336	175906	+	03.OZ_000063-T1		g00026_223	80	346	8582
scaffold_1	175914	176353	-	03.OZ_000064-T1		g03743	98	344	345
scaffold_1	176588	178634	+	03.OZ_000065-T1	mitotic spindle checkpoint protein Bub3	g00026_223	80	346	8582
scaffold_1	178845	180503	+	03.OZ_000066-T1		g00164	98	345	2131
scaffold_1	180608	183387	+	03.OZ_000067-T1		g00164	98	345	2131
scaffold_1	183447	185330	+	03.OZ_000068-T1		g03321	98	344	348
scaffold_1	185367	188797	-	03.OZ_000069-T1		g00168_2	98	345	2842
scaffold_1	191270	191924	+	03.OZ_000070-T1		g01113	98	345	948
scaffold_1	192358	194379	+	03.OZ_000071-T1		g01113	98	345	948
scaffold_1	194473	196338	+	03.OZ_000072-T1		g00074_3	70	128	128
scaffold_1	197932	199319	-	03.OZ_000074-T1		g01709_1	98	342	343
scaffold_1	199870	201889	-	03.OZ_000075-T1		g00099_2	98	343	344
scaffold_1	202239	203708	+	03.OZ_000076-T1		g02366	98	344	347
scaffold_1	203999	205604	+	03.OZ_000077-T1		g01049	98	346	1035
scaffold_1	206700	208252	+	03.OZ_000078-T1		g00621	98	346	1063
scaffold_1	208355	210335	+	03.OZ_000079-T1		g00099_3	98	345	684
scaffold_1	210331	211516	-	03.OZ_000080-T1		g00532	98	346	1693
scaffold_1	211601	212744	+	03.OZ_000081-T1		g00133_3	98	345	1029
scaffold_1	212741	215564	-	03.OZ_000082-T1		g00099_3	98	345	684
scaffold_1	215561	217540	-	03.OZ_000083-T1		g02009	98	343	343
scaffold_1	217651	218365	+	03.OZ_000084-T1	Dolichyl-diphosphooligosaccharide-protein glycosyltransferase subunit dad1	g02566	98	344	686
scaffold_1	218229	219994	-	03.OZ_000085-T1	Elongation factor 1-beta	g02566	98	344	686
scaffold_1	220222	224908	+	03.OZ_000086-T1	Coatomer subunit beta'	g00355	98	344	701
scaffold_1	225439	227713	-	03.OZ_000087-T1	transforming growth factor beta regulator 1	g00034_21	90	346	856
scaffold_1	228883	231448	+	03.OZ_000088-T1		g01642	98	344	862
scaffold_1	232182	233043	+	03.OZ_000089-T1		g01642	98	344	862
scaffold_1	233075	234039	-	03.OZ_000090-T1		g00205_1	98	342	343
scaffold_1	234515	237998	-	03.OZ_000091-T1	chaperone ATPase hsp78	g00310_2	98	345	686
scaffold_1	242301	244948	+	03.OZ_000092-T1		g01208_1	98	344	383
scaffold_1	248574	250825	+	03.OZ_000093-T1		g01840	98	345	353
scaffold_1	250905	252548	+	03.OZ_000094-T1		g01277	98	345	1042
scaffold_1	253034	254001	-	03.OZ_000095-T1		g00068_4	95	338	341
scaffold_1	254654	255565	-	03.OZ_000096-T1		g01199	70	346	1778
scaffold_1	255810	257338	-	03.OZ_000097-T1	Golgi to ER traffic- protein	g01199	70	346	1778
scaffold_1	257594	258386	-	03.OZ_000098-T1	LYR motif-containing protein 5	g00920	98	345	1047
scaffold_1	258213	261086	+	03.OZ_000099-T1	Peptidyl-prolyl isomerase cwc27	g00920	98	345	1047
scaffold_1	261049	265335	-	03.OZ_000100-T1	DNA helicase rad5	g00920	98	345	1047
scaffold_1	265469	270289	-	03.OZ_000102-T1	Cullin-2	g02086	98	344	687
scaffold_1	265840	266590	+	03.OZ_000101-T1	30S ribosomal protein S12	g02086	98	344	687
scaffold_1	270707	272233	-	03.OZ_000103-T1	ferrochelatase hem15	g00032_1	98	344	345
scaffold_1	272325	274497	+	03.OZ_000104-T1		g00796	98	345	1040
scaffold_1	274238	277495	-	03.OZ_000105-T1		g00796	98	345	1040
scaffold_1	276809	281355	+	03.OZ_000106-T1	HEAT repeat-containing protein 2	g01137	98	345	352
scaffold_1	282044	287934	-	03.OZ_000107-T1		g00032_4	98	345	1700
scaffold_1	287266	290617	+	03.OZ_000108-T1	Leucine-rich repeat-containing protein 71	g00032_4	98	345	1700
scaffold_1	290707	291910	-	03.OZ_000109-T1		g00032_4	98	345	1700
scaffold_1	292239	295001	+	03.OZ_000110-T1		g01886	98	345	691
scaffold_1	295008	296803	-	03.OZ_000111-T1		g00067_11	98	345	1038
scaffold_1	297298	300532	-	03.OZ_000112-T1		g00253_2	98	345	1038
scaffold_1	300257	301946	+	03.OZ_000113-T1		g00253_2	98	345	1038
scaffold_1	302606	303938	+	03.OZ_000114-T1	ASF1 anti-silencing function 1	g00253_2	98	345	1038
scaffold_1	304044	305835	+	03.OZ_000115-T1		g00822_1	98	343	345
scaffold_1	305829	307606	-	03.OZ_000116-T1	Intraflagellar transport protein 43	g02531	98	343	345
scaffold_1	307607	308890	-	03.OZ_000117-T1	DNA-directed RNA polymerase II subunit	g00822_2	98	341	345
scaffold_1	309646	311709	+	03.OZ_000118-T1		g02404	98	344	347
scaffold_1	312564	315480	+	03.OZ_000119-T1	Putative choline transporter, neither null mutation nor overexpression affects choline transport	g00026_168	90	335	335
scaffold_1	316108	320568	+	03.OZ_000120-T1	Integrator complex subunit 2	g00273	98	345	689
scaffold_1	320496	326440	-	03.OZ_000121-T1		g00273	98	345	689
scaffold_1	326910	329083	+	03.OZ_000122-T1		g00096	98	345	3923
scaffold_1	329087	330122	-	03.OZ_000123-T1	exosome non-catalytic core subunit rrp40	g00366	98	345	692
scaffold_1	333205	337801	+	03.OZ_000124-T1		g01945	98	345	690
scaffold_1	337122	338249	-	03.OZ_000125-T1		g01945	98	345	690
scaffold_1	339291	341254	+	03.OZ_000126-T1		g00039_2	98	345	1323
scaffold_1	341705	342673	-	03.OZ_000127-T1		g01614	98	344	684
scaffold_1	343093	345461	-	03.OZ_000128-T1		g01614	98	344	684
scaffold_1	346350	347800	+	03.OZ_000129-T1		g00026_112	98	341	341
scaffold_1	348265	349076	+	03.OZ_000130-T1		g00269_4	98	345	1043
scaffold_1	349414	353249	+	03.OZ_000131-T1		g00026_169	98	344	354
scaffold_1	353429	356080	-	03.OZ_000132-T1		g00026_184	98	336	340
scaffold_1	356164	357835	+	03.OZ_000133-T1		g01571	98	345	554
scaffold_1	359080	366580	+	03.OZ_000134-T1		g00102_2	98	343	360
scaffold_1	366715	369157	-	03.OZ_000135-T1		g01593	98	345	735
scaffold_1	369220	371541	+	03.OZ_000136-T1	glucosyltransferase	g00516_1	98	345	957
scaffold_1	371520	374203	+	03.OZ_000137-T1	spermidine resistance protein	g02107	98	343	347
scaffold_1	374216	375823	+	03.OZ_000138-T1		g01239	98	346	697
scaffold_1	376116	377194	-	03.OZ_000139-T1		g00269_4	98	345	1043
scaffold_1	377280	379748	+	03.OZ_000140-T1		g00269_4	98	345	1043
scaffold_1	379768	380458	-	03.OZ_000141-T1	PQ loop repeat-containing protein 2	g00596	98	345	1429
scaffold_1	381564	384401	-	03.OZ_000142-T1	Mitogen-activated protein kinase	g00233	98	346	576
scaffold_1	384987	387985	+	03.OZ_000143-T1	Mitogen-activated protein kinase	g00233	98	346	576
scaffold_1	388651	390574	+	03.OZ_000144-T1	Type I HSP40 co-chaperone	g00199	98	346	3297
scaffold_1	390596	393679	-	03.OZ_000145-T1		g00199	98	346	3297
scaffold_1	394292	397411	+	03.OZ_000146-T1	U3 snoRNP protein	g01224	98	346	349
scaffold_1	397694	399007	+	03.OZ_000147-T1	25S rRNA (adenine645-N1)-methyltransferase	g00007	98	346	346
scaffold_1	399381	400707	+	03.OZ_000148-T1		g01470_1	98	346	347
scaffold_1	400932	402181	-	03.OZ_000149-T1		g01470_2	98	248	248
scaffold_1	402495	408382	-	03.OZ_000150-T1	Chromosome-associated kinesin kif4a	g00401_2	98	345	789
scaffold_1	408482	411059	-	03.OZ_000151-T1		g00401_2	98	345	789
scaffold_1	411288	414155	-	03.OZ_000152-T1	Transmembrane protein 19	g00026_61	95	344	378
scaffold_1	414275	415886	+	03.OZ_000153-T1	Tetratricopeptide repeat protein 4	g02126	98	343	343
scaffold_1	416133	418085	-	03.OZ_000154-T1		g02022	98	344	344
scaffold_1	418473	419751	+	03.OZ_000155-T1		g00653_3	98	346	690
scaffold_1	418840	424617	-	03.OZ_000156-T1		g00653_3	98	346	690
scaffold_1	424728	426497	+	03.OZ_000157-T1		g00653_2	98	345	358
scaffold_1	426723	428378	+	03.OZ_000158-T1		g00653_1	98	345	345
scaffold_1	427988	431352	-	03.OZ_000159-T1		g00252	98	346	1382
scaffold_1	431701	432817	-	03.OZ_000160-T1		g02511	98	345	345
scaffold_1	432883	437005	+	03.OZ_000161-T1		g00571_2	98	345	711
scaffold_1	436234	440798	-	03.OZ_000162-T1	High affinity Ca2+/Mn2+ P-type ATPase-like protein	g00571_2	98	345	711
scaffold_1	441126	443019	-	03.OZ_000163-T1		g00317_1	95	339	341
scaffold_1	444244	446040	+	03.OZ_000164-T1		g00732_2	98	346	1362
scaffold_1	446223	447633	+	03.OZ_000165-T1		g00732_2	98	346	1362
scaffold_1	447698	448933	-	03.OZ_000166-T1		g06289	98	343	345
scaffold_1	453880	454418	+	03.OZ_000167-T1		g00732_2	98	346	1362
scaffold_1	454653	456810	+	03.OZ_000168-T1	Putative 28S rRNA (cytosine-C(5))-methyltransferase	g00732_2	98	346	1362
scaffold_1	456857	458464	-	03.OZ_000169-T1	suppressor of loss of ypt1	g00116_4	98	346	1026
scaffold_1	460585	468079	-	03.OZ_000170-T1		g00116_4	98	346	1026
scaffold_1	468115	469274	-	03.OZ_000171-T1		g00116_4	98	346	1026
scaffold_1	469662	472154	-	03.OZ_000172-T1		g00029_9	98	346	530
scaffold_1	472793	474085	+	03.OZ_000173-T1		g00445	98	346	1725
scaffold_1	474064	476811	+	03.OZ_000174-T1	ATP-binding cassette sub- F member 2	g00445	98	346	1725
scaffold_1	477259	482063	+	03.OZ_000175-T1	Calmodulin-regulated spectrin-associated protein 3	g01177_1	98	344	376
scaffold_1	482183	484264	-	03.OZ_000176-T1		g00133_2	98	346	1774
scaffold_1	484384	486408	+	03.OZ_000177-T1		g00773_2	98	346	1033
scaffold_1	486534	489193	-	03.OZ_000178-T1		g00050_3	98	346	590
scaffold_1	490926	493316	+	03.OZ_000179-T1		g00734	98	345	889
scaffold_1	493281	496697	-	03.OZ_000180-T1		g00026_102	98	342	344
scaffold_1	497659	499003	+	03.OZ_000182-T1		g01126	98	346	1033
scaffold_1	498675	500044	-	03.OZ_000183-T1		g01126	98	346	1033
scaffold_1	500338	501574	+	03.OZ_000184-T1		g00162_2	98	343	344
scaffold_1	501172	504684	+	03.OZ_000185-T1		g00133_2	98	346	1774
scaffold_1	504681	509640	+	03.OZ_000186-T1		g00133_2	98	346	1774
scaffold_1	509730	515340	+	03.OZ_000187-T1		g01315	98	346	1382
scaffold_1	515741	516333	+	03.OZ_000188-T1		g02662	98	331	331
scaffold_1	516532	517224	-	03.OZ_000189-T1		g01576	98	345	688
scaffold_1	517365	518877	+	03.OZ_000190-T1	NADH-ubiquinone oxidoreductase 30.4 kDa subunit, mitochondrial	g01874_1	98	345	345
scaffold_1	518850	521016	+	03.OZ_000191-T1	ATPase with role in protein import into the ER	g00966_1	98	343	344
scaffold_1	521665	522001	+	03.OZ_000192-T1		g00596	98	345	1429
scaffold_1	522209	526547	+	03.OZ_000193-T1	HBS1-like protein	g00596	98	345	1429
scaffold_1	527821	531358	+	03.OZ_000194-T1		g01149_2	98	345	689
scaffold_1	531199	532434	-	03.OZ_000195-T1		g01149_2	98	345	689
scaffold_1	532539	533132	+	03.OZ_000196-T1		g00027_61	98	342	342
scaffold_1	533189	537227	-	03.OZ_000197-T1		g00691_2	98	346	688
scaffold_1	537263	543718	+	03.OZ_000198-T1		g00120_2	98	345	1608
scaffold_1	543729	554592	+	03.OZ_000199-T1		g00026_223	80	346	8582
scaffold_1	554949	557195	+	03.OZ_000200-T1		g01902	98	346	350
scaffold_1	557604	559315	-	03.OZ_000201-T1		g00136_4	98	346	692
scaffold_1	559457	563613	-	03.OZ_000202-T1	1-phosphatidylinositol-3-phosphate 5-kinase	g00670_1	98	343	347
scaffold_1	563761	565123	+	03.OZ_000203-T1	Probable phosphatase phospho1	g00884_2	98	344	345
scaffold_1	565284	566364	-	03.OZ_000204-T1		g00584	98	346	861
scaffold_1	567149	568413	+	03.OZ_000205-T1	Ribosome bioproteinsis protein	g00322_3	98	346	1378
scaffold_1	568465	572374	-	03.OZ_000206-T1	Rhophilin, Rho GTPase binding protein	g00322_3	98	346	1378
scaffold_1	572612	573544	-	03.OZ_000207-T1		g00322_3	98	346	1378
scaffold_1	574422	577380	+	03.OZ_000208-T1	Elongation factor 2	g00588	98	346	1948
scaffold_1	577539	579608	-	03.OZ_000209-T1	Checkpoint kinase 2	g01397	98	343	683
scaffold_1	579756	580954	-	03.OZ_000210-T1		g01397	98	343	683
scaffold_1	582387	583366	+	03.OZ_000212-T1	28S ribosomal protein S5, mitochondrial	g01941	98	346	686
scaffold_1	583015	585203	-	03.OZ_000213-T1	Actin- protein 10	g01941	98	346	686
scaffold_1	585215	587023	+	03.OZ_000214-T1		g01450	98	346	688
scaffold_1	586814	590693	-	03.OZ_000215-T1	isoleucine--tRNA ligase	g01450	98	346	688
scaffold_1	590687	596302	+	03.OZ_000216-T1		g00154_3	98	346	697
scaffold_1	596008	597727	-	03.OZ_000217-T1		g00023	98	346	346
scaffold_1	597841	601512	+	03.OZ_000218-T1	ATP-dependent RNA helicase dbp2	g00027_129	80	346	12185
