CHROM	START	END	STRAND	MRNAID	PROTEIN_PRODUCT	FAMILY	CLUSTER_PID	GENOME_COUNT	TOTAL_GENE_COUNT
scaffold_1	5652	7441	-	41.OZ_007001-T1		g00025_19	90	345	4663
scaffold_1	8143	9090	+	41.OZ_000001-T1		g00025_21	80	339	4229
scaffold_1	10025	11941	-	41.OZ_000002-T1	Molybdate-anion transporter	g02524	98	342	345
scaffold_1	14919	16165	+	41.OZ_000003-T1		g01053_1	98	341	341
scaffold_1	17417	19220	+	41.OZ_000004-T1		g01027_2	98	346	695
scaffold_1	19415	22726	-	41.OZ_000005-T1		g00815_2	80	344	348
scaffold_1	23671	25296	+	41.OZ_000006-T1		g00691_1	98	346	348
scaffold_1	25365	25952	-	41.OZ_000007-T1		g04916	98	344	345
scaffold_1	26306	28192	+	41.OZ_000008-T1		g01742	98	346	1038
scaffold_1	28178	30621	+	41.OZ_000009-T1	Electron transfer flavoprotein alpha-subunit	g01742	98	346	1038
scaffold_1	30445	32402	-	41.OZ_000010-T1	Dihydroorotate dehydrogenase (quinone), mitochondrial	g01742	98	346	1038
scaffold_1	32504	34180	-	41.OZ_000011-T1	sorting nexin	g03562	98	345	346
scaffold_1	34742	36352	+	41.OZ_000012-T1	Histone deacetylase 8	g00207_3	98	346	1397
scaffold_1	36386	41842	-	41.OZ_000013-T1	Coronin-2B	g00207_3	98	346	1397
scaffold_1	48993	52448	-	41.OZ_000017-T1	SCF ubiquitin ligase complex subunit cdc4	g00397	98	346	1037
scaffold_1	52553	52951	-	41.OZ_000018-T1		g00397	98	346	1037
scaffold_1	54672	55904	-	41.OZ_000019-T1		g00160_3	98	327	331
scaffold_1	58605	61220	+	41.OZ_000020-T1	tRNA pseudouridine synthase 1	g00886	98	346	1378
scaffold_1	61300	65428	+	41.OZ_000021-T1	serine/threonine-protein kinase HAL4/sat4	g00886	98	346	1378
scaffold_1	66144	68609	+	41.OZ_000022-T1		g00027_15	98	345	347
scaffold_1	69371	72930	+	41.OZ_000023-T1		g00760_1	98	345	350
scaffold_1	73008	75308	+	41.OZ_000024-T1		g02137	98	346	350
scaffold_1	75302	78644	-	41.OZ_000025-T1		g00034_2	98	346	348
scaffold_1	79312	80784	-	41.OZ_000026-T1	Transcriptional adapter ada2	g00456_1	98	341	342
scaffold_1	82587	83922	+	41.OZ_000027-T1		g00528	98	344	346
scaffold_1	83934	87679	-	41.OZ_000028-T1		g01711	98	346	349
scaffold_1	87777	88901	-	41.OZ_000029-T1		g01786	98	345	688
scaffold_1	89208	91420	-	41.OZ_000030-T1		g01786	98	345	688
scaffold_1	92021	92713	-	41.OZ_000031-T1		g02596	98	346	347
scaffold_1	92769	93359	-	41.OZ_000032-T1		g00017	98	346	346
scaffold_1	96175	97135	-	41.OZ_000033-T1		g02790	98	345	348
scaffold_1	97453	98318	+	41.OZ_000034-T1		g00460_2	98	346	1202
scaffold_1	98347	101266	-	41.OZ_000035-T1	ERMES complex subunit	g00460_2	98	346	1202
